"county_code","county","office","district","party","candidate","votes","pct"
"01","Aitkin","Judge - 9th District Court 6","09","WI","WRITE-IN**","24","0.51"
"01","Aitkin","Judge - 9th District Court 11","09","NP","ANNE M. RASMUSSON","4733","99.47"
"01","Aitkin","Judge - 9th District Court 11","09","WI","WRITE-IN**","25","0.53"
"01","Aitkin","Judge - 9th District Court 12","09","NP","LOIS J. LANG","4739","99.41"
"01","Aitkin","Judge - 9th District Court 12","09","WI","WRITE-IN**","28","0.59"
"01","Aitkin","Judge - 9th District Court 14","09","NP","ROBERT D. TIFFANY","4681","99.43"
"01","Aitkin","Judge - 9th District Court 14","09","WI","WRITE-IN**","27","0.57"
"01","Aitkin","Judge - 9th District Court 15","09","NP","TAMARA L. YON","4680","99.41"
"01","Aitkin","Judge - 9th District Court 15","09","WI","WRITE-IN**","28","0.59"
"01","Aitkin","Judge - 9th District Court 18","09","NP","JEFFREY S. REMICK","4666","99.40"
"01","Aitkin","Judge - 9th District Court 18","09","WI","WRITE-IN**","28","0.60"
"01","Aitkin","Judge - 9th District Court 19","09","NP","JANA AUSTAD","4684","99.36"
"01","Aitkin","Judge - 9th District Court 19","09","WI","WRITE-IN**","30","0.64"
"01","Aitkin","Judge - 9th District Court 21","09","NP","DAVID J. TEN EYCK","4748","99.35"
"01","Aitkin","Judge - 9th District Court 21","09","WI","WRITE-IN**","31","0.65"
"01","Aitkin","Judge - 9th District Court 22","09","NP","KURT J. MARBEN","4625","99.44"
"01","Aitkin","Judge - 9th District Court 22","09","WI","WRITE-IN**","26","0.56"
"02","Anoka","U.S. Senate","","IP","STEVE CARLSON","2649","2.25"
"02","Anoka","U.S. Senate","","R","MIKE MCFADDEN","57906","49.13"
"02","Anoka","U.S. Senate","","DFL","AL FRANKEN","55410","47.01"
"02","Anoka","U.S. Senate","","LIB","HEATHER JOHNSON","1829","1.55"
"02","Anoka","U.S. Senate","","WI","WRITE-IN**","72","0.06"
"02","Anoka","U.S. House","3","R","ERIK PAULSEN","12233","58.59"
"02","Anoka","U.S. House","3","DFL","SHARON SUND","8620","41.29"
"02","Anoka","U.S. House","3","WI","WRITE-IN**","26","0.12"
"02","Anoka","U.S. House","5","IP","LEE BAUER","1222","7.02"
"02","Anoka","U.S. House","5","R","DOUG DAGGETT","6306","36.23"
"02","Anoka","U.S. House","5","DFL","KEITH ELLISON","9858","56.64"
"02","Anoka","U.S. House","5","WI","WRITE-IN**","18","0.10"
"02","Anoka","U.S. House","6","IP","JOHN DENNEY","4236","5.41"
"02","Anoka","U.S. House","6","R","TOM EMMER","44078","56.30"
"02","Anoka","U.S. House","6","DFL","JOE PERSKE","29934","38.23"
"02","Anoka","U.S. House","6","WI","WRITE-IN**","42","0.05"
"02","Anoka","State House","31A","R","KURT DAUDT","5011","96.98"
"02","Anoka","State House","31A","WI","WRITE-IN**","156","3.02"
"02","Anoka","State House","31B","R","TOM HACKBARTH","9726","64.47"
"02","Anoka","State House","31B","DFL","JD HOLMQUIST","5339","35.39"
"02","Anoka","State House","31B","WI","WRITE-IN**","20","0.13"
"02","Anoka","State House","35A","R","ABIGAIL WHELAN","7808","59.95"
"02","Anoka","State House","35A","DFL","PETER PEROVICH","5192","39.86"
"02","Anoka","State House","35A","WI","WRITE-IN**","25","0.19"
"02","Anoka","State House","35B","R","PEGGY SCOTT","10034","65.97"
"02","Anoka","State House","35B","DFL","SAM BEARD","5162","33.94"
"02","Anoka","State House","35B","WI","WRITE-IN**","13","0.09"
"02","Anoka","State House","36A","R","MARK W. UGLEM","2743","52.43"
"02","Anoka","State House","36A","DFL","JEFFERSON FIETEK","2480","47.40"
"02","Anoka","State House","36A","WI","WRITE-IN**","9","0.17"
"02","Anoka","State House","36B","R","PETER CREMA","1904","46.76"
"02","Anoka","State House","36B","DFL","MELISSA HORTMAN","2156","52.95"
"02","Anoka","State House","36B","WI","WRITE-IN**","12","0.29"
"02","Anoka","State House","37A","R","MANDY BENZ","6275","47.46"
"02","Anoka","State House","37A","DFL","JERRY NEWTON","6934","52.45"
"02","Anoka","State House","37A","WI","WRITE-IN**","12","0.09"
"02","Anoka","State House","37B","R","TIM SANDERS","7602","55.40"
"02","Anoka","State House","37B","DFL","SUSAN WITT","6111","44.54"
"02","Anoka","State House","37B","WI","WRITE-IN**","8","0.06"
"02","Anoka","State House","38A","R","LINDA RUNBECK","8333","62.11"
"02","Anoka","State House","38A","DFL","PAT DAVERN","5069","37.78"
"02","Anoka","State House","38A","WI","WRITE-IN**","14","0.10"
"02","Anoka","State House","41A","R","JEFF PHILLIPS","3504","37.84"
"02","Anoka","State House","41A","DFL","CONNIE BERNARDY","5738","61.97"
"02","Anoka","State House","41A","WI","WRITE-IN**","18","0.19"
"02","Anoka","State House","41B","R","CAMDEN PIKE","1463","22.80"
"02","Anoka","State House","41B","DFL","CAROLYN LAINE","3927","61.21"
"02","Anoka","State House","41B","CP","TIM UTZ","1021","15.91"
"02","Anoka","State House","41B","WI","WRITE-IN**","5","0.08"
"02","Anoka","Governor & Lt Governor","","IP","HANNAH NICOLLET AND TIM GIESEKE","3433","2.92"
"02","Anoka","Governor & Lt Governor","","R","JEFF JOHNSON AND BILL KUISLE","59250","50.34"
"02","Anoka","Governor & Lt Governor","","DFL","MARK DAYTON AND TINA SMITH","52062","44.24"
"02","Anoka","Governor & Lt Governor","","LIB","CHRIS HOLBROOK AND CHRIS DOCK","1146","0.97"
"02","Anoka","Governor & Lt Governor","","GLC","CHRIS WRIGHT AND DAVID DANIELS","1755","1.49"
"02","Anoka","Governor & Lt Governor","","WI","WRITE-IN**","42","0.04"
"02","Anoka","Secretary of State","","IP","BOB HELLAND","5591","4.87"
"02","Anoka","Secretary of State","","R","DAN SEVERSON","59061","51.39"
"02","Anoka","Secretary of State","","DFL","STEVE SIMON","47669","41.48"
"02","Anoka","Secretary of State","","LIB","BOB ODDEN","2548","2.22"
"02","Anoka","Secretary of State","","WI","WRITE-IN**","52","0.05"
"02","Anoka","State Auditor","","IP","PATRICK DEAN","4535","3.94"
"02","Anoka","State Auditor","","R","RANDY GILBERT","51157","44.45"
"02","Anoka","State Auditor","","DFL","REBECCA OTTO","54109","47.01"
"02","Anoka","State Auditor","","LIB","KEEGAN IVERSEN","1948","1.69"
"02","Anoka","State Auditor","","GLC","JUDITH SCHWARTZBACKER","3294","2.86"
"02","Anoka","State Auditor","","WI","WRITE-IN**","48","0.04"
"02","Anoka","Attorney General","","IP","BRANDAN BORGOS","2559","2.21"
"02","Anoka","Attorney General","","R","SCOTT NEWMAN","50233","43.44"
"02","Anoka","Attorney General","","DFL","LORI SWANSON","56386","48.76"
"02","Anoka","Attorney General","","GP","ANDY DAWKINS","921","0.80"
"02","Anoka","Attorney General","","LIB","MARY O'CONNOR","1916","1.66"
"02","Anoka","Attorney General","","LMN","DAN R. VACEK","3580","3.10"
"02","Anoka","Attorney General","","WI","WRITE-IN**","43","0.04"
"02","Anoka","County Commissioner District 4","04","NP","JIM KORDIAK","10731","98.47"
"02","Anoka","County Commissioner District 4","04","WI","WRITE-IN**","167","1.53"
"02","Anoka","County Commissioner District 5","05","NP","MIKE GAMACHE","7274","51.46"
"02","Anoka","County Commissioner District 5","05","NP","DEBBIE JOHNSON","6783","47.98"
"02","Anoka","County Commissioner District 5","05","WI","WRITE-IN**","79","0.56"
"02","Anoka","County Commissioner District 7","07","NP","SCOTT SCHULTE","11433","98.32"
"02","Anoka","County Commissioner District 7","07","WI","WRITE-IN**","195","1.68"
"02","Anoka","County Sheriff","","NP","JAMES STUART","80224","98.85"
"02","Anoka","County Sheriff","","WI","WRITE-IN**","936","1.15"
"02","Anoka","County Attorney","","NP","TONY PALUMBO","78419","99.12"
"02","Anoka","County Attorney","","WI","WRITE-IN**","699","0.88"
"02","Anoka","Soil and Water Supervisor District 3","4003","NP","KARL TINGELSTAD","49476","60.45"
"02","Anoka","Soil and Water Supervisor District 3","4003","NP","NICK PROULX","31811","38.86"
"02","Anoka","Soil and Water Supervisor District 3","4003","WI","WRITE-IN**","563","0.69"
"02","Anoka","Soil and Water Supervisor District 4","4003","NP","MARY JO TRUCHON","74306","99.02"
"02","Anoka","Soil and Water Supervisor District 4","4003","WI","WRITE-IN**","735","0.98"
"02","Anoka","Associate Justice - Supreme Court 2","","NP","JOHN HANCOCK","42814","49.99"
"02","Anoka","Associate Justice - Supreme Court 2","","NP","WILHELMINA (MIMI) WRIGHT","42618","49.76"
"02","Anoka","Associate Justice - Supreme Court 2","","WI","WRITE-IN**","215","0.25"
"02","Anoka","Associate Justice - Supreme Court 3","","NP","MICHELLE L. MACDONALD","44907","52.83"
"02","Anoka","Associate Justice - Supreme Court 3","","NP","DAVID LILLEHAUG","39889","46.92"
"02","Anoka","Associate Justice - Supreme Court 3","","WI","WRITE-IN**","211","0.25"
"02","Anoka","Judge - Court of Appeals 1","","NP","JOHN R. RODENBERG","65003","99.10"
"02","Anoka","Judge - Court of Appeals 1","","WI","WRITE-IN**","589","0.90"
"02","Anoka","Judge - Court of Appeals 3","","NP","CAROL A. HOOTEN","64681","99.16"
"02","Anoka","Judge - Court of Appeals 3","","WI","WRITE-IN**","546","0.84"
"02","Anoka","Judge - Court of Appeals 4","","NP","JOHN P. SMITH","64193","99.19"
"02","Anoka","Judge - Court of Appeals 4","","WI","WRITE-IN**","527","0.81"
"02","Anoka","Judge - Court of Appeals 9","","NP","MICHAEL KIRK","63998","99.23"
"02","Anoka","Judge - Court of Appeals 9","","WI","WRITE-IN**","499","0.77"
"02","Anoka","Judge - Court of Appeals 10","","NP","EDWARD J. CLEARY","63814","99.22"
"02","Anoka","Judge - Court of Appeals 10","","WI","WRITE-IN**","503","0.78"
"02","Anoka","Judge - Court of Appeals 12","","NP","MARGARET CHUTICH","63875","99.19"
"02","Anoka","Judge - Court of Appeals 12","","WI","WRITE-IN**","522","0.81"
"02","Anoka","Judge - Court of Appeals 15","","NP","KEVIN G. ROSS","63270","99.27"
"02","Anoka","Judge - Court of Appeals 15","","WI","WRITE-IN**","465","0.73"
"02","Anoka","Judge - 10th District Court 1","10","NP","JULIE LAFLEUR","36688","45.88"
"02","Anoka","Judge - 10th District Court 1","10","NP","SUSAN R MILES","43047","53.83"
"02","Anoka","Judge - 10th District Court 1","10","WI","WRITE-IN**","228","0.29"
"02","Anoka","Judge - 10th District Court 5","10","NP","DOUGLAS B MESLOW","63431","99.26"
"02","Anoka","Judge - 10th District Court 5","10","WI","WRITE-IN**","474","0.74"
"02","Anoka","Judge - 10th District Court 6","10","NP","STONEY L. HILJUS","63194","99.26"
"02","Anoka","Judge - 10th District Court 6","10","WI","WRITE-IN**","468","0.74"
"02","Anoka","Judge - 10th District Court 7","10","NP","RICHARD C. ILKKA","62920","99.28"
"02","Anoka","Judge - 10th District Court 7","10","WI","WRITE-IN**","459","0.72"
"02","Anoka","Judge - 10th District Court 9","10","NP","SHERIDAN HAWLEY","62934","99.27"
"02","Anoka","Judge - 10th District Court 9","10","WI","WRITE-IN**","465","0.73"
"02","Anoka","Judge - 10th District Court 14","10","NP","STACY LASHINSKI","40884","50.46"
"02","Anoka","Judge - 10th District Court 14","10","NP","NANCY J. LOGERING","39925","49.27"
"02","Anoka","Judge - 10th District Court 14","10","WI","WRITE-IN**","217","0.27"
"02","Anoka","Judge - 10th District Court 15","10","NP","LAWRENCE R. JOHNSON","63087","99.24"
"02","Anoka","Judge - 10th District Court 15","10","WI","WRITE-IN**","482","0.76"
"02","Anoka","Judge - 10th District Court 22","10","NP","TAMMI A. FREDRICKSON","63409","99.23"
"02","Anoka","Judge - 10th District Court 22","10","WI","WRITE-IN**","493","0.77"
"02","Anoka","Judge - 10th District Court 23","10","NP","CATHERINE (KATE) MCPHERSON","63574","99.29"
"02","Anoka","Judge - 10th District Court 23","10","WI","WRITE-IN**","457","0.71"
"02","Anoka","Judge - 10th District Court 24","10","NP","B. WILLIAM EKSTRUM","62875","99.28"
"02","Anoka","Judge - 10th District Court 24","10","WI","WRITE-IN**","457","0.72"
"02","Anoka","Judge - 10th District Court 26","10","NP","BARRY A SULLIVAN","63009","99.28"
"02","Anoka","Judge - 10th District Court 26","10","WI","WRITE-IN**","457","0.72"
"02","Anoka","Judge - 10th District Court 32","10","NP","ELIZABETH H. STRAND","63032","99.27"
"02","Anoka","Judge - 10th District Court 32","10","WI","WRITE-IN**","462","0.73"
"02","Anoka","Judge - 10th District Court 34","10","NP","THOMAS D. HAYES","62825","99.27"
"02","Anoka","Judge - 10th District Court 34","10","WI","WRITE-IN**","464","0.73"
"02","Anoka","Judge - 10th District Court 35","10","NP","ELLEN LOUISE MAAS","62927","99.26"
"02","Anoka","Judge - 10th District Court 35","10","WI","WRITE-IN**","467","0.74"
"02","Anoka","Judge - 10th District Court 36","10","NP","ALAN F. PENDLETON","62899","99.24"
"02","Anoka","Judge - 10th District Court 36","10","WI","WRITE-IN**","482","0.76"
"02","Anoka","Judge - 10th District Court 37","10","NP","JAMES T. (JIM) REUTER","62781","99.27"
"02","Anoka","Judge - 10th District Court 37","10","WI","WRITE-IN**","461","0.73"
"02","Anoka","Judge - 10th District Court 38","10","NP","GREGORY G. GALLER","62794","99.29"
"02","Anoka","Judge - 10th District Court 38","10","WI","WRITE-IN**","452","0.71"
"02","Anoka","Judge - 10th District Court 39","10","NP","WALTER M. KAMINSKY","62066","99.25"
"02","Anoka","Judge - 10th District Court 39","10","WI","WRITE-IN**","467","0.75"
"02","Anoka","Judge - 10th District Court 43","10","NP","JONATHAN NEAL JASPER","61912","99.19"
"02","Anoka","Judge - 10th District Court 43","10","WI","WRITE-IN**","507","0.81"
"03","Becker","U.S. Senate","","IP","STEVE CARLSON","478","3.98"
"03","Becker","U.S. Senate","","R","MIKE MCFADDEN","5941","49.41"
"03","Becker","U.S. Senate","","DFL","AL FRANKEN","5396","44.88"
"03","Becker","U.S. Senate","","LIB","HEATHER JOHNSON","207","1.72"
"03","Becker","U.S. Senate","","WI","WRITE-IN**","1","0.01"
"03","Becker","U.S. House","7","R","TORREY WESTROM","5392","44.99"
"03","Becker","U.S. House","7","DFL","COLLIN C. PETERSON","6581","54.91"
"03","Becker","U.S. House","7","WI","WRITE-IN**","13","0.11"
"03","Becker","State House","2B","R","STEVE GREEN","3882","58.04"
"03","Becker","State House","2B","DFL","DAVID SOBIESKI","2804","41.92"
"03","Becker","State House","2B","WI","WRITE-IN**","3","0.04"
"03","Becker","State House","4B","R","JARED LADUKE","2217","42.54"
"03","Becker","State House","4B","DFL","PAUL MARQUART","2992","57.42"
"03","Becker","State House","4B","WI","WRITE-IN**","2","0.04"
"03","Becker","Governor & Lt Governor","","IP","HANNAH NICOLLET AND TIM GIESEKE","388","3.24"
"03","Becker","Governor & Lt Governor","","R","JEFF JOHNSON AND BILL KUISLE","6539","54.60"
"03","Becker","Governor & Lt Governor","","DFL","MARK DAYTON AND TINA SMITH","4738","39.56"
"03","Becker","Governor & Lt Governor","","LIB","CHRIS HOLBROOK AND CHRIS DOCK","108","0.90"
"03","Becker","Governor & Lt Governor","","GLC","CHRIS WRIGHT AND DAVID DANIELS","198","1.65"
"03","Becker","Governor & Lt Governor","","WI","WRITE-IN**","5","0.04"
"03","Becker","Secretary of State","","IP","BOB HELLAND","702","6.02"
"03","Becker","Secretary of State","","R","DAN SEVERSON","6298","54.05"
"03","Becker","Secretary of State","","DFL","STEVE SIMON","4420","37.93"
"03","Becker","Secretary of State","","LIB","BOB ODDEN","230","1.97"
"03","Becker","Secretary of State","","WI","WRITE-IN**","2","0.02"
"03","Becker","State Auditor","","IP","PATRICK DEAN","575","4.93"
"03","Becker","State Auditor","","R","RANDY GILBERT","5844","50.12"
"03","Becker","State Auditor","","DFL","REBECCA OTTO","4758","40.81"
"03","Becker","State Auditor","","LIB","KEEGAN IVERSEN","152","1.30"
"03","Becker","State Auditor","","GLC","JUDITH SCHWARTZBACKER","330","2.83"
"03","Becker","State Auditor","","WI","WRITE-IN**","1","0.01"
"03","Becker","Attorney General","","IP","BRANDAN BORGOS","354","3.03"
"03","Becker","Attorney General","","R","SCOTT NEWMAN","5868","50.26"
"03","Becker","Attorney General","","DFL","LORI SWANSON","4802","41.13"
"03","Becker","Attorney General","","GP","ANDY DAWKINS","79","0.68"
"03","Becker","Attorney General","","LIB","MARY O'CONNOR","174","1.49"
"03","Becker","Attorney General","","LMN","DAN R. VACEK","397","3.40"
"03","Becker","Attorney General","","WI","WRITE-IN**","1","0.01"
"03","Becker","County Commissioner District 1","01","NP","LARRY KNUTSON","2045","98.41"
"03","Becker","County Commissioner District 1","01","WI","WRITE-IN**","33","1.59"
"03","Becker","County Commissioner District 2","02","NP","MARK A. HAGEDORN","1027","47.52"
"03","Becker","County Commissioner District 2","02","NP","BEN GRIMSLEY","1129","52.24"
"03","Becker","County Commissioner District 2","02","WI","WRITE-IN**","5","0.23"
"03","Becker","County Auditor/Treasurer","","NP","DARIN HALVORSON","4297","39.12"
"03","Becker","County Auditor/Treasurer","","NP","MARY E. HENDRICKSON","6670","60.73"
"03","Becker","County Auditor/Treasurer","","WI","WRITE-IN**","16","0.15"
"03","Becker","County Recorder","","NP","KAREN L. WENNER","4734","44.98"
"03","Becker","County Recorder","","NP","PATRICIA SWENSON","5776","54.88"
"03","Becker","County Recorder","","WI","WRITE-IN**","15","0.14"
"03","Becker","County Sheriff","","NP","TODD GLANDER","6549","56.37"
"03","Becker","County Sheriff","","NP","TIM CLEMENTS","5061","43.57"
"03","Becker","County Sheriff","","WI","WRITE-IN**","7","0.06"
"03","Becker","County Attorney","","NP","GRETCHEN D. THILMONY","9392","99.41"
"03","Becker","County Attorney","","WI","WRITE-IN**","56","0.59"
"03","Becker","Soil and Water Supervisor District 1","1005","NP","JEROME FLOTTEMESCH","9577","99.45"
"03","Becker","Soil and Water Supervisor District 1","1005","WI","WRITE-IN**","53","0.55"
"03","Becker","Soil and Water Supervisor District 4","1005","NP","EUGENE PAVELKO","9408","99.65"
"03","Becker","Soil and Water Supervisor District 4","1005","WI","WRITE-IN**","33","0.35"
"03","Becker","Associate Justice - Supreme Court 2","","NP","JOHN HANCOCK","4702","48.95"
"03","Becker","Associate Justice - Supreme Court 2","","NP","WILHELMINA (MIMI) WRIGHT","4893","50.94"
"03","Becker","Associate Justice - Supreme Court 2","","WI","WRITE-IN**","11","0.11"
"03","Becker","Associate Justice - Supreme Court 3","","NP","MICHELLE L. MACDONALD","4792","50.62"
"03","Becker","Associate Justice - Supreme Court 3","","NP","DAVID LILLEHAUG","4661","49.24"
"03","Becker","Associate Justice - Supreme Court 3","","WI","WRITE-IN**","13","0.14"
"03","Becker","Judge - Court of Appeals 1","","NP","JOHN R. RODENBERG","8094","99.43"
"03","Becker","Judge - Court of Appeals 1","","WI","WRITE-IN**","46","0.57"
"03","Becker","Judge - Court of Appeals 3","","NP","CAROL A. HOOTEN","7979","99.43"
"03","Becker","Judge - Court of Appeals 3","","WI","WRITE-IN**","46","0.57"
"03","Becker","Judge - Court of Appeals 4","","NP","JOHN P. SMITH","7957","99.52"
"03","Becker","Judge - Court of Appeals 4","","WI","WRITE-IN**","38","0.48"
"03","Becker","Judge - Court of Appeals 9","","NP","MICHAEL KIRK","7951","99.50"
"03","Becker","Judge - Court of Appeals 9","","WI","WRITE-IN**","40","0.50"
"03","Becker","Judge - Court of Appeals 10","","NP","EDWARD J. CLEARY","7870","99.63"
"03","Becker","Judge - Court of Appeals 10","","WI","WRITE-IN**","29","0.37"
"03","Becker","Judge - Court of Appeals 12","","NP","MARGARET CHUTICH","7862","99.57"
"03","Becker","Judge - Court of Appeals 12","","WI","WRITE-IN**","34","0.43"
"03","Becker","Judge - Court of Appeals 15","","NP","KEVIN G. ROSS","7804","99.58"
"03","Becker","Judge - Court of Appeals 15","","WI","WRITE-IN**","33","0.42"
"03","Becker","Judge - 7th District Court 2","07","NP","JAY D. CARLSON","7903","99.50"
"03","Becker","Judge - 7th District Court 2","07","WI","WRITE-IN**","40","0.50"
"03","Becker","Judge - 7th District Court 4","07","NP","FRANK J. KUNDRAT","7836","99.48"
"03","Becker","Judge - 7th District Court 4","07","WI","WRITE-IN**","41","0.52"
"03","Becker","Judge - 7th District Court 5","07","NP","DAVID R. BATTEY","7784","99.58"
"03","Becker","Judge - 7th District Court 5","07","WI","WRITE-IN**","33","0.42"
"03","Becker","Judge - 7th District Court 6","07","NP","CONRAD FREEBERG","7775","99.60"
"03","Becker","Judge - 7th District Court 6","07","WI","WRITE-IN**","31","0.40"
