"county_code","county","office","district","party","candidate","votes","pct"
"26","Grant","Associate Justice - Supreme Court 3","","WI","WRITE-IN**","1","0.04"
"26","Grant","Judge - Court of Appeals 1","","NP","JOHN R. RODENBERG","2126","99.63"
"26","Grant","Judge - Court of Appeals 1","","WI","WRITE-IN**","8","0.37"
"26","Grant","Judge - Court of Appeals 3","","NP","CAROL A. HOOTEN","2113","99.91"
"26","Grant","Judge - Court of Appeals 3","","WI","WRITE-IN**","2","0.09"
"26","Grant","Judge - Court of Appeals 4","","NP","JOHN P. SMITH","2102","99.81"
"26","Grant","Judge - Court of Appeals 4","","WI","WRITE-IN**","4","0.19"
"26","Grant","Judge - Court of Appeals 9","","NP","MICHAEL KIRK","2110","99.91"
"26","Grant","Judge - Court of Appeals 9","","WI","WRITE-IN**","2","0.09"
"26","Grant","Judge - Court of Appeals 10","","NP","EDWARD J. CLEARY","2098","99.95"
"26","Grant","Judge - Court of Appeals 10","","WI","WRITE-IN**","1","0.05"
"26","Grant","Judge - Court of Appeals 12","","NP","MARGARET CHUTICH","2107","99.95"
"26","Grant","Judge - Court of Appeals 12","","WI","WRITE-IN**","1","0.05"
"26","Grant","Judge - Court of Appeals 15","","NP","KEVIN G. ROSS","2084","99.90"
"26","Grant","Judge - Court of Appeals 15","","WI","WRITE-IN**","2","0.10"
"26","Grant","Judge - 8th District Court 1","08","NP","JENNIFER KURUD FISCHER","2119","99.91"
"26","Grant","Judge - 8th District Court 1","08","WI","WRITE-IN**","2","0.09"
"26","Grant","Judge - 8th District Court 2","08","NP","STEPHANIE L. BECKMAN","2100","99.90"
"26","Grant","Judge - 8th District Court 2","08","WI","WRITE-IN**","2","0.10"
"26","Grant","Judge - 8th District Court 4","08","NP","MICHAEL J. THOMPSON","2093","99.90"
"26","Grant","Judge - 8th District Court 4","08","WI","WRITE-IN**","2","0.10"
"26","Grant","Judge - 8th District Court 7","08","NP","RANDALL J. SLIETER","2091","99.90"
"26","Grant","Judge - 8th District Court 7","08","WI","WRITE-IN**","2","0.10"
"26","Grant","Judge - 8th District Court 10","08","NP","THOMAS W. VAN HON","2088","99.90"
"26","Grant","Judge - 8th District Court 10","08","WI","WRITE-IN**","2","0.10"
"26","Grant","Judge - 8th District Court 11","08","NP","DAVID L. MENNIS","2090","99.95"
"26","Grant","Judge - 8th District Court 11","08","WI","WRITE-IN**","1","0.05"
"27","Hennepin","U.S. Senate","","IP","STEVE CARLSON","6778","1.51"
"27","Hennepin","U.S. Senate","","R","MIKE MCFADDEN","158269","35.20"
"27","Hennepin","U.S. Senate","","DFL","AL FRANKEN","278240","61.88"
"27","Hennepin","U.S. Senate","","LIB","HEATHER JOHNSON","6052","1.35"
"27","Hennepin","U.S. Senate","","WI","WRITE-IN**","273","0.06"
"27","Hennepin","U.S. House","3","R","ERIK PAULSEN","139663","61.69"
"27","Hennepin","U.S. House","3","DFL","SHARON SUND","86529","38.22"
"27","Hennepin","U.S. House","3","WI","WRITE-IN**","186","0.08"
"27","Hennepin","U.S. House","5","IP","LEE BAUER","10709","4.92"
"27","Hennepin","U.S. House","5","R","DOUG DAGGETT","49878","22.93"
"27","Hennepin","U.S. House","5","DFL","KEITH ELLISON","156562","71.99"
"27","Hennepin","U.S. House","5","WI","WRITE-IN**","334","0.15"
"27","Hennepin","U.S. House","6","IP","JOHN DENNEY","20","5.67"
"27","Hennepin","U.S. House","6","R","TOM EMMER","223","63.17"
"27","Hennepin","U.S. House","6","DFL","JOE PERSKE","110","31.16"
"27","Hennepin","U.S. House","6","WI","WRITE-IN**","0","0.00"
"27","Hennepin","State House","29A","R","JOE MCDONALD","81","96.43"
"27","Hennepin","State House","29A","WI","WRITE-IN**","3","3.57"
"27","Hennepin","State House","30B","R","ERIC LUCERO","168","70.00"
"27","Hennepin","State House","30B","DFL","SHARON G. SHIMEK","72","30.00"
"27","Hennepin","State House","30B","WI","WRITE-IN**","0","0.00"
"27","Hennepin","State House","33A","R","JERRY HERTAUS","12003","65.70"
"27","Hennepin","State House","33A","DFL","TODD MIKKELSON","6246","34.19"
"27","Hennepin","State House","33A","WI","WRITE-IN**","21","0.11"
"27","Hennepin","State House","33B","R","CINDY PUGH","7745","61.28"
"27","Hennepin","State House","33B","DFL","PAUL ALEGI","4882","38.63"
"27","Hennepin","State House","33B","WI","WRITE-IN**","12","0.09"
"27","Hennepin","State House","34A","R","JOYCE PEPPIN","12411","97.05"
"27","Hennepin","State House","34A","WI","WRITE-IN**","377","2.95"
"27","Hennepin","State House","34B","R","DENNIS SMITH","9016","56.36"
"27","Hennepin","State House","34B","DFL","DAVID B. HODEN","6965","43.54"
"27","Hennepin","State House","34B","WI","WRITE-IN**","17","0.11"
"27","Hennepin","State House","36A","R","MARK W. UGLEM","5337","62.98"
"27","Hennepin","State House","36A","DFL","JEFFERSON FIETEK","3128","36.91"
"27","Hennepin","State House","36A","WI","WRITE-IN**","9","0.11"
"27","Hennepin","State House","36B","R","PETER CREMA","4947","48.50"
"27","Hennepin","State House","36B","DFL","MELISSA HORTMAN","5251","51.48"
"27","Hennepin","State House","36B","WI","WRITE-IN**","2","0.02"
"27","Hennepin","State House","40A","R","CHARLES (CHUCK) SUTPHEN","3077","34.94"
"27","Hennepin","State House","40A","DFL","MICHAEL NELSON","5711","64.85"
"27","Hennepin","State House","40A","WI","WRITE-IN**","18","0.20"
"27","Hennepin","State House","40B","R","MALI MARVIN","3265","32.45"
"27","Hennepin","State House","40B","DFL","DEBRA HILSTROM","6778","67.36"
"27","Hennepin","State House","40B","WI","WRITE-IN**","20","0.20"
"27","Hennepin","State House","41B","R","CAMDEN PIKE","998","34.92"
"27","Hennepin","State House","41B","DFL","CAROLYN LAINE","1594","55.77"
"27","Hennepin","State House","41B","CP","TIM UTZ","265","9.27"
"27","Hennepin","State House","41B","WI","WRITE-IN**","1","0.03"
"27","Hennepin","State House","44A","R","SARAH ANDERSON","9377","55.51"
"27","Hennepin","State House","44A","DFL","AUDREY BRITTON","7504","44.43"
"27","Hennepin","State House","44A","WI","WRITE-IN**","10","0.06"
"27","Hennepin","State House","44B","R","RYAN RUTZICK","8981","48.46"
"27","Hennepin","State House","44B","DFL","JON APPLEBAUM","9507","51.30"
"27","Hennepin","State House","44B","WI","WRITE-IN**","44","0.24"
"27","Hennepin","State House","45A","R","RICHARD LIEBERMAN","6117","43.28"
"27","Hennepin","State House","45A","DFL","LYNDON R. CARLSON","7988","56.52"
"27","Hennepin","State House","45A","WI","WRITE-IN**","29","0.21"
"27","Hennepin","State House","45B","R","ALMA J. WETZKER","5281","32.89"
"27","Hennepin","State House","45B","DFL","MIKE FREIBERG","10750","66.94"
"27","Hennepin","State House","45B","WI","WRITE-IN**","27","0.17"
"27","Hennepin","State House","46A","R","TIMOTHY O. MANTHEY","5425","33.66"
"27","Hennepin","State House","46A","DFL","RYAN WINKLER","10666","66.17"
"27","Hennepin","State House","46A","WI","WRITE-IN**","27","0.17"
"27","Hennepin","State House","46B","R","BRYAN P. BJÖRNSON","4353","31.30"
"27","Hennepin","State House","46B","DFL","CHERYL YOUAKIM","9525","68.50"
"27","Hennepin","State House","46B","WI","WRITE-IN**","28","0.20"
"27","Hennepin","State House","48A","R","KIRK STENSRUD","9565","49.83"
"27","Hennepin","State House","48A","DFL","YVONNE SELCER","9606","50.04"
"27","Hennepin","State House","48A","WI","WRITE-IN**","26","0.14"
"27","Hennepin","State House","48B","R","JENIFER LOON","10294","64.42"
"27","Hennepin","State House","48B","DFL","JOAN HOWE-PULLIS","5661","35.43"
"27","Hennepin","State House","48B","WI","WRITE-IN**","25","0.16"
"27","Hennepin","State House","49A","R","DARIO ANSELMO","9645","48.55"
"27","Hennepin","State House","49A","DFL","RON ERHARDT","10206","51.38"
"27","Hennepin","State House","49A","WI","WRITE-IN**","14","0.07"
"27","Hennepin","State House","49B","R","BARB SUTTER","9075","47.11"
"27","Hennepin","State House","49B","DFL","PAUL ROSENTHAL","10171","52.80"
"27","Hennepin","State House","49B","WI","WRITE-IN**","17","0.09"
"27","Hennepin","State House","50A","R","DEAN MUMBLEAU","4481","35.11"
"27","Hennepin","State House","50A","DFL","LINDA SLOCUM","8260","64.72"
"27","Hennepin","State House","50A","WI","WRITE-IN**","21","0.16"
"27","Hennepin","State House","50B","R","ZAVIER BICOTT","5251","34.24"
"27","Hennepin","State House","50B","DFL","ANN LENCZEWSKI","10060","65.60"
"27","Hennepin","State House","50B","WI","WRITE-IN**","24","0.16"
"27","Hennepin","State House","59A","R","FRED STATEMA","1547","17.24"
"27","Hennepin","State House","59A","DFL","JOE MULLERY","7358","81.98"
"27","Hennepin","State House","59A","WI","WRITE-IN**","70","0.78"
"27","Hennepin","State House","59B","R","MARGARET E. MARTIN","2378","21.42"
"27","Hennepin","State House","59B","DFL","RAYMOND DEHN","8671","78.10"
"27","Hennepin","State House","59B","WI","WRITE-IN**","54","0.49"
"27","Hennepin","State House","60A","R","BRENT MILLSOP","2472","17.24"
"27","Hennepin","State House","60A","DFL","DIANE LOEFFLER","11819","82.42"
"27","Hennepin","State House","60A","WI","WRITE-IN**","49","0.34"
"27","Hennepin","State House","60B","R","ABDIMALIK ASKAR","2298","22.34"
"27","Hennepin","State House","60B","DFL","PHYLLIS KAHN","7908","76.89"
"27","Hennepin","State House","60B","WI","WRITE-IN**","79","0.77"
"27","Hennepin","State House","61A","R","FRANK TAYLOR","3341","18.96"
"27","Hennepin","State House","61A","DFL","FRANK HORNSTEIN","14239","80.79"
"27","Hennepin","State House","61A","WI","WRITE-IN**","45","0.26"
"27","Hennepin","State House","61B","R","TOM GALLAGHER","3445","18.92"
"27","Hennepin","State House","61B","DFL","PAUL THISSEN","14740","80.94"
"27","Hennepin","State House","61B","WI","WRITE-IN**","27","0.15"
"27","Hennepin","State House","62A","IP","YOLANDITA COLÓN","773","9.57"
"27","Hennepin","State House","62A","R","BRUCE LUNDEEN","650","8.05"
"27","Hennepin","State House","62A","DFL","KAREN CLARK","6632","82.13"
"27","Hennepin","State House","62A","WI","WRITE-IN**","20","0.25"
"27","Hennepin","State House","62B","R","JULIE HANSON","1417","10.93"
"27","Hennepin","State House","62B","DFL","SUSAN ALLEN","11495","88.66"
"27","Hennepin","State House","62B","WI","WRITE-IN**","53","0.41"
"27","Hennepin","State House","63A","R","KYLE BRAGG","2297","13.21"
"27","Hennepin","State House","63A","DFL","JIM DAVNIE","15026","86.44"
"27","Hennepin","State House","63A","WI","WRITE-IN**","60","0.35"
"27","Hennepin","State House","63B","R","ANDRES HORTILLOSA","4086","24.64"
"27","Hennepin","State House","63B","DFL","JEAN WAGENIUS","12447","75.06"
"27","Hennepin","State House","63B","WI","WRITE-IN**","49","0.30"
"27","Hennepin","Governor & Lt Governor","","IP","HANNAH NICOLLET AND TIM GIESEKE","10492","2.34"
"27","Hennepin","Governor & Lt Governor","","R","JEFF JOHNSON AND BILL KUISLE","160966","35.86"
"27","Hennepin","Governor & Lt Governor","","DFL","MARK DAYTON AND TINA SMITH","265820","59.23"
"27","Hennepin","Governor & Lt Governor","","LIB","CHRIS HOLBROOK AND CHRIS DOCK","4234","0.94"
"27","Hennepin","Governor & Lt Governor","","GLC","CHRIS WRIGHT AND DAVID DANIELS","7095","1.58"
"27","Hennepin","Governor & Lt Governor","","WI","WRITE-IN**","205","0.05"
"27","Hennepin","Secretary of State","","IP","BOB HELLAND","17508","4.04"
"27","Hennepin","Secretary of State","","R","DAN SEVERSON","158871","36.68"
"27","Hennepin","Secretary of State","","DFL","STEVE SIMON","246943","57.01"
"27","Hennepin","Secretary of State","","LIB","BOB ODDEN","9529","2.20"
"27","Hennepin","Secretary of State","","WI","WRITE-IN**","309","0.07"
"27","Hennepin","State Auditor","","IP","PATRICK DEAN","13689","3.16"
"27","Hennepin","State Auditor","","R","RANDY GILBERT","140110","32.37"
"27","Hennepin","State Auditor","","DFL","REBECCA OTTO","258525","59.74"
"27","Hennepin","State Auditor","","LIB","KEEGAN IVERSEN","7292","1.68"
"27","Hennepin","State Auditor","","GLC","JUDITH SCHWARTZBACKER","12949","2.99"
"27","Hennepin","State Auditor","","WI","WRITE-IN**","215","0.05"
"27","Hennepin","Attorney General","","IP","BRANDAN BORGOS","7976","1.82"
"27","Hennepin","Attorney General","","R","SCOTT NEWMAN","136552","31.24"
"27","Hennepin","Attorney General","","DFL","LORI SWANSON","262352","60.01"
"27","Hennepin","Attorney General","","GP","ANDY DAWKINS","11054","2.53"
"27","Hennepin","Attorney General","","LIB","MARY O'CONNOR","6816","1.56"
"27","Hennepin","Attorney General","","LMN","DAN R. VACEK","12196","2.79"
"27","Hennepin","Attorney General","","WI","WRITE-IN**","211","0.05"
"27","Hennepin","County Commissioner District 2","02","NP","LINDA HIGGINS","37109","97.89"
"27","Hennepin","County Commissioner District 2","02","WI","WRITE-IN**","800","2.11"
"27","Hennepin","County Commissioner District 3","03","NP","JEFFREY A. BECK","11306","26.81"
"27","Hennepin","County Commissioner District 3","03","NP","MARION GREENE","30421","72.14"
"27","Hennepin","County Commissioner District 3","03","WI","WRITE-IN**","444","1.05"
"27","Hennepin","County Commissioner District 4","04","NP","PETER MCLAUGHLIN","34011","76.42"
"27","Hennepin","County Commissioner District 4","04","NP","CAPTAIN JACK SPARROW","10135","22.77"
"27","Hennepin","County Commissioner District 4","04","WI","WRITE-IN**","359","0.81"
"27","Hennepin","County Sheriff","","NP","EDDIE M. FRIZELL","109955","31.68"
"27","Hennepin","County Sheriff","","NP","RICH STANEK","234840","67.66"
"27","Hennepin","County Sheriff","","WI","WRITE-IN**","2285","0.66"
"27","Hennepin","County Attorney","","NP","MICHAEL O. FREEMAN","285131","98.34"
"27","Hennepin","County Attorney","","WI","WRITE-IN**","4813","1.66"
"27","Hennepin","County Park Commissioner District 2","2","NP","JENNIFER DEJOURNETT","29883","71.05"
"27","Hennepin","County Park Commissioner District 2","2","NP","JOHN P. SKAVNAK","11981","28.49"
"27","Hennepin","County Park Commissioner District 2","2","WI","WRITE-IN**","196","0.47"
"27","Hennepin","County Park Commissioner District 4","4","NP","JOHN GUNYOU","43884","98.64"
"27","Hennepin","County Park Commissioner District 4","4","WI","WRITE-IN**","606","1.36"
"27","Hennepin","Associate Justice - Supreme Court 2","","NP","JOHN HANCOCK","101035","33.91"
"27","Hennepin","Associate Justice - Supreme Court 2","","NP","WILHELMINA (MIMI) WRIGHT","195898","65.75"
"27","Hennepin","Associate Justice - Supreme Court 2","","WI","WRITE-IN**","1004","0.34"
"27","Hennepin","Associate Justice - Supreme Court 3","","NP","MICHELLE L. MACDONALD","115951","38.79"
"27","Hennepin","Associate Justice - Supreme Court 3","","NP","DAVID LILLEHAUG","181922","60.86"
"27","Hennepin","Associate Justice - Supreme Court 3","","WI","WRITE-IN**","1046","0.35"
"27","Hennepin","Judge - Court of Appeals 1","","NP","JOHN R. RODENBERG","204513","98.55"
"27","Hennepin","Judge - Court of Appeals 1","","WI","WRITE-IN**","3003","1.45"
"27","Hennepin","Judge - Court of Appeals 3","","NP","CAROL A. HOOTEN","202819","98.74"
"27","Hennepin","Judge - Court of Appeals 3","","WI","WRITE-IN**","2596","1.26"
"27","Hennepin","Judge - Court of Appeals 4","","NP","JOHN P. SMITH","199520","98.72"
"27","Hennepin","Judge - Court of Appeals 4","","WI","WRITE-IN**","2583","1.28"
"27","Hennepin","Judge - Court of Appeals 9","","NP","MICHAEL KIRK","198144","98.75"
"27","Hennepin","Judge - Court of Appeals 9","","WI","WRITE-IN**","2499","1.25"
"27","Hennepin","Judge - Court of Appeals 10","","NP","EDWARD J. CLEARY","197627","98.77"
"27","Hennepin","Judge - Court of Appeals 10","","WI","WRITE-IN**","2452","1.23"
"27","Hennepin","Judge - Court of Appeals 12","","NP","MARGARET CHUTICH","198476","98.82"
"27","Hennepin","Judge - Court of Appeals 12","","WI","WRITE-IN**","2363","1.18"
"27","Hennepin","Judge - Court of Appeals 15","","NP","KEVIN G. ROSS","195791","98.80"
"27","Hennepin","Judge - Court of Appeals 15","","WI","WRITE-IN**","2386","1.20"
"27","Hennepin","Judge - 4th District Court 1","04","NP","WILLIAM H. KOCH","191366","98.50"
"27","Hennepin","Judge - 4th District Court 1","04","WI","WRITE-IN**","2907","1.50"
"27","Hennepin","Judge - 4th District Court 5","04","NP","KERRY W. MEYER","191858","98.84"
"27","Hennepin","Judge - 4th District Court 5","04","WI","WRITE-IN**","2253","1.16"
"27","Hennepin","Judge - 4th District Court 9","04","NP","PHILIP D. BUSH","191012","98.66"
"27","Hennepin","Judge - 4th District Court 9","04","WI","WRITE-IN**","2602","1.34"
"27","Hennepin","Judge - 4th District Court 10","04","NP","KATHRYN L. QUAINTANCE","192947","98.86"
"27","Hennepin","Judge - 4th District Court 10","04","WI","WRITE-IN**","2229","1.14"
"27","Hennepin","Judge - 4th District Court 14","04","NP","MARTHA HOLTON DIMICK","191619","98.86"
"27","Hennepin","Judge - 4th District Court 14","04","WI","WRITE-IN**","2204","1.14"
"27","Hennepin","Judge - 4th District Court 16","04","NP","BRUCE MICHAEL RIVERS","87363","33.34"
"27","Hennepin","Judge - 4th District Court 16","04","NP","JAMES A. MOORE","173523","66.23"
"27","Hennepin","Judge - 4th District Court 16","04","WI","WRITE-IN**","1112","0.42"
"27","Hennepin","Judge - 4th District Court 19","04","NP","GINA M BRANDT","191817","98.91"
"27","Hennepin","Judge - 4th District Court 19","04","WI","WRITE-IN**","2122","1.09"
"27","Hennepin","Judge - 4th District Court 20","04","NP","DANIEL C. MORENO","190655","98.84"
"27","Hennepin","Judge - 4th District Court 20","04","WI","WRITE-IN**","2231","1.16"
"27","Hennepin","Judge - 4th District Court 25","04","NP","PAMELA G. ALEXANDER","194576","98.91"
"27","Hennepin","Judge - 4th District Court 25","04","WI","WRITE-IN**","2154","1.09"
"27","Hennepin","Judge - 4th District Court 27","04","NP","JAY M. QUAM","191380","98.86"
"27","Hennepin","Judge - 4th District Court 27","04","WI","WRITE-IN**","2211","1.14"
"27","Hennepin","Judge - 4th District Court 28","04","NP","TODDRICK S. BARNETTE","189760","98.82"
"27","Hennepin","Judge - 4th District Court 28","04","WI","WRITE-IN**","2269","1.18"
"27","Hennepin","Judge - 4th District Court 30","04","NP","SUSAN M. ROBINER","190539","98.90"
"27","Hennepin","Judge - 4th District Court 30","04","WI","WRITE-IN**","2124","1.10"
"27","Hennepin","Judge - 4th District Court 31","04","NP","MARGARET A. DALY","192584","98.92"
"27","Hennepin","Judge - 4th District Court 31","04","WI","WRITE-IN**","2104","1.08"
"27","Hennepin","Judge - 4th District Court 32","04","NP","PETER A. CAHILL","190737","98.80"
"27","Hennepin","Judge - 4th District Court 32","04","WI","WRITE-IN**","2310","1.20"
"27","Hennepin","Judge - 4th District Court 38","04","NP","KATHLEEN D. SHEEHY","191291","98.91"
"27","Hennepin","Judge - 4th District Court 38","04","WI","WRITE-IN**","2111","1.09"
"27","Hennepin","Judge - 4th District Court 42","04","NP","LUIS A. BARTOLOMEI","188684","98.84"
"27","Hennepin","Judge - 4th District Court 42","04","WI","WRITE-IN**","2219","1.16"
"27","Hennepin","Judge - 4th District Court 43","04","NP","PAUL SCOGGIN","98515","38.56"
"27","Hennepin","Judge - 4th District Court 43","04","NP","BRIDGET ANN SULLIVAN","155700","60.94"
"27","Hennepin","Judge - 4th District Court 43","04","WI","WRITE-IN**","1284","0.50"
"27","Hennepin","Judge - 4th District Court 47","04","NP","TANYA M. BRANSFORD","191568","98.92"
"27","Hennepin","Judge - 4th District Court 47","04","WI","WRITE-IN**","2090","1.08"
"27","Hennepin","Judge - 4th District Court 51","04","NP","IVY S. BERNHARDSON","189709","98.86"
"27","Hennepin","Judge - 4th District Court 51","04","WI","WRITE-IN**","2197","1.14"
"27","Hennepin","Judge - 4th District Court 53","04","NP","BEV BENSON","156468","63.89"
"27","Hennepin","Judge - 4th District Court 53","04","NP","CHRIS RITTS","87110","35.57"
"27","Hennepin","Judge - 4th District Court 53","04","WI","WRITE-IN**","1337","0.55"
"27","Hennepin","Judge - 4th District Court 54","04","NP","KRISTIN A. SIEGESMUND","189842","98.92"
"27","Hennepin","Judge - 4th District Court 54","04","WI","WRITE-IN**","2081","1.08"
"27","Hennepin","Judge - 4th District Court 55","04","NP","EDWARD T. WAHL","188654","98.84"
"27","Hennepin","Judge - 4th District Court 55","04","WI","WRITE-IN**","2215","1.16"
"27","Hennepin","Judge - 4th District Court 56","04","NP","HERBERT P. LEFLER","188601","98.83"
"27","Hennepin","Judge - 4th District Court 56","04","WI","WRITE-IN**","2242","1.17"
"27","Hennepin","Judge - 4th District Court 57","04","NP","JEANNICE M. REDING","189790","98.92"
"27","Hennepin","Judge - 4th District Court 57","04","WI","WRITE-IN**","2076","1.08"
"27","Hennepin","Judge - 4th District Court 58","04","NP","JAMES T. SWENSON","189184","98.86"
"27","Hennepin","Judge - 4th District Court 58","04","WI","WRITE-IN**","2188","1.14"
"27","Hennepin","Judge - 4th District Court 61","04","NP","AMY DAWSON","137958","53.84"
"27","Hennepin","Judge - 4th District Court 61","04","NP","BEVERLY J. AHO","116986","45.66"
"27","Hennepin","Judge - 4th District Court 61","04","WI","WRITE-IN**","1289","0.50"
"27","Hennepin","Judge - 4th District Court 62","04","NP","RONALD L. ABRAMS","190229","98.76"
"27","Hennepin","Judge - 4th District Court 62","04","WI","WRITE-IN**","2392","1.24"
"28","Houston","U.S. Senate","","IP","STEVE CARLSON","447","5.70"
"28","Houston","U.S. Senate","","R","MIKE MCFADDEN","3523","44.93"
"28","Houston","U.S. Senate","","DFL","AL FRANKEN","3697","47.15"
"28","Houston","U.S. Senate","","LIB","HEATHER JOHNSON","172","2.19"
"28","Houston","U.S. Senate","","WI","WRITE-IN**","2","0.03"
"28","Houston","U.S. House","1","R","JIM HAGEDORN","3612","46.20"
"28","Houston","U.S. House","1","DFL","TIM WALZ","4205","53.78"
"28","Houston","U.S. House","1","WI","WRITE-IN**","2","0.03"
"28","Houston","State House","28B","R","GREGORY M. DAVIDS","4300","55.01"
"28","Houston","State House","28B","DFL","JON PIEPER","3510","44.90"
"28","Houston","State House","28B","WI","WRITE-IN**","7","0.09"
"28","Houston","Governor & Lt Governor","","IP","HANNAH NICOLLET AND TIM GIESEKE","264","3.38"
"28","Houston","Governor & Lt Governor","","R","JEFF JOHNSON AND BILL KUISLE","3607","46.23"
"28","Houston","Governor & Lt Governor","","DFL","MARK DAYTON AND TINA SMITH","3672","47.06"
"28","Houston","Governor & Lt Governor","","LIB","CHRIS HOLBROOK AND CHRIS DOCK","72","0.92"
"28","Houston","Governor & Lt Governor","","GLC","CHRIS WRIGHT AND DAVID DANIELS","183","2.35"
"28","Houston","Governor & Lt Governor","","WI","WRITE-IN**","4","0.05"
"28","Houston","Secretary of State","","IP","BOB HELLAND","473","6.22"
"28","Houston","Secretary of State","","R","DAN SEVERSON","3815","50.16"
"28","Houston","Secretary of State","","DFL","STEVE SIMON","3161","41.56"
"28","Houston","Secretary of State","","LIB","BOB ODDEN","151","1.99"
"28","Houston","Secretary of State","","WI","WRITE-IN**","6","0.08"
"28","Houston","State Auditor","","IP","PATRICK DEAN","423","5.61"
"28","Houston","State Auditor","","R","RANDY GILBERT","3544","46.98"
"28","Houston","State Auditor","","DFL","REBECCA OTTO","3135","41.56"
"28","Houston","State Auditor","","LIB","KEEGAN IVERSEN","117","1.55"
"28","Houston","State Auditor","","GLC","JUDITH SCHWARTZBACKER","320","4.24"
"28","Houston","State Auditor","","WI","WRITE-IN**","4","0.05"
"28","Houston","Attorney General","","IP","BRANDAN BORGOS","275","3.63"
"28","Houston","Attorney General","","R","SCOTT NEWMAN","3571","47.10"
"28","Houston","Attorney General","","DFL","LORI SWANSON","3199","42.20"
"28","Houston","Attorney General","","GP","ANDY DAWKINS","73","0.96"
"28","Houston","Attorney General","","LIB","MARY O'CONNOR","130","1.71"
"28","Houston","Attorney General","","LMN","DAN R. VACEK","328","4.33"
"28","Houston","Attorney General","","WI","WRITE-IN**","5","0.07"
"28","Houston","County Commissioner District 2","02","NP","JUSTIN ZMYEWSKI","831","53.54"
"28","Houston","County Commissioner District 2","02","NP","ERIC JOHNSON","720","46.39"
"28","Houston","County Commissioner District 2","02","WI","WRITE-IN**","1","0.06"
"28","Houston","County Commissioner District 4","04","NP","TERESA WALTER","1166","67.91"
"28","Houston","County Commissioner District 4","04","NP","KEN TSCHUMPER","535","31.16"
"28","Houston","County Commissioner District 4","04","WI","WRITE-IN**","16","0.93"
"28","Houston","County Auditor","","NP","CHAR MEINERS","6618","99.58"
"28","Houston","County Auditor","","WI","WRITE-IN**","28","0.42"
"28","Houston","County Treasurer","","NP","DONNA I. TREHUS","6720","99.53"
"28","Houston","County Treasurer","","WI","WRITE-IN**","32","0.47"
"28","Houston","County Recorder","","NP","BEVERLY J BAUER","6677","99.60"
"28","Houston","County Recorder","","WI","WRITE-IN**","27","0.40"
"28","Houston","County Sheriff","","NP","DOUGLAS C ELY","2894","37.35"
"28","Houston","County Sheriff","","NP","MARK INGLETT","4847","62.55"
"28","Houston","County Sheriff","","WI","WRITE-IN**","8","0.10"
"28","Houston","County Attorney","","NP","SAMUEL D JANDT","6249","99.27"
"28","Houston","County Attorney","","WI","WRITE-IN**","46","0.73"
"28","Houston","Soil and Water Supervisor District 1","7055","NP","DUANE J CONNIFF","6485","99.68"
"28","Houston","Soil and Water Supervisor District 1","7055","WI","WRITE-IN**","21","0.32"
"28","Houston","Soil and Water Supervisor District 2","7055","NP","CECIL GRAF","6388","99.36"
"28","Houston","Soil and Water Supervisor District 2","7055","WI","WRITE-IN**","41","0.64"
"28","Houston","Associate Justice - Supreme Court 2","","NP","JOHN HANCOCK","2876","46.10"
"28","Houston","Associate Justice - Supreme Court 2","","NP","WILHELMINA (MIMI) WRIGHT","3351","53.71"
"28","Houston","Associate Justice - Supreme Court 2","","WI","WRITE-IN**","12","0.19"
"28","Houston","Associate Justice - Supreme Court 3","","NP","MICHELLE L. MACDONALD","3141","51.16"
"28","Houston","Associate Justice - Supreme Court 3","","NP","DAVID LILLEHAUG","2986","48.63"
"28","Houston","Associate Justice - Supreme Court 3","","WI","WRITE-IN**","13","0.21"
"28","Houston","Judge - Court of Appeals 1","","NP","JOHN R. RODENBERG","5427","99.38"
"28","Houston","Judge - Court of Appeals 1","","WI","WRITE-IN**","34","0.62"
"28","Houston","Judge - Court of Appeals 3","","NP","CAROL A. HOOTEN","5364","99.43"
"28","Houston","Judge - Court of Appeals 3","","WI","WRITE-IN**","31","0.57"
"28","Houston","Judge - Court of Appeals 4","","NP","JOHN P. SMITH","5349","99.46"
"28","Houston","Judge - Court of Appeals 4","","WI","WRITE-IN**","29","0.54"
"28","Houston","Judge - Court of Appeals 9","","NP","MICHAEL KIRK","5335","99.52"
"28","Houston","Judge - Court of Appeals 9","","WI","WRITE-IN**","26","0.48"
"28","Houston","Judge - Court of Appeals 10","","NP","EDWARD J. CLEARY","5321","99.48"
"28","Houston","Judge - Court of Appeals 10","","WI","WRITE-IN**","28","0.52"
"28","Houston","Judge - Court of Appeals 12","","NP","MARGARET CHUTICH","5312","99.44"
"28","Houston","Judge - Court of Appeals 12","","WI","WRITE-IN**","30","0.56"
"28","Houston","Judge - Court of Appeals 15","","NP","KEVIN G. ROSS","5290","99.44"
"28","Houston","Judge - Court of Appeals 15","","WI","WRITE-IN**","30","0.56"
"28","Houston","Judge - 3rd District Court 6","03","NP","KAREN R. DUNCAN","5339","99.50"
"28","Houston","Judge - 3rd District Court 6","03","WI","WRITE-IN**","27","0.50"
"28","Houston","Judge - 3rd District Court 7","03","NP","MARY CARROLL LEAHY","5320","99.38"
"28","Houston","Judge - 3rd District Court 7","03","WI","WRITE-IN**","33","0.62"
"28","Houston","Judge - 3rd District Court 8","03","NP","LARRY M. COLLINS","5310","99.44"
