"county_code","county","office","district","party","candidate","votes","pct"
"06","Big Stone","U.S. Senate","","IP","STEPHEN WILLIAMS","11","37.93"
"06","Big Stone","U.S. Senate","","IP","GLEN R. ANDERSON MENZE","18","62.07"
"06","Big Stone","U.S. Senate","","R","DAVID CARLSON","44","31.43"
"06","Big Stone","U.S. Senate","","R","BOB CARNEY JR.","23","16.43"
"06","Big Stone","U.S. Senate","","R","KURT BILLS","73","52.14"
"06","Big Stone","U.S. Senate","","DFL","JACK EDWARD SHEPARD","18","4.74"
"06","Big Stone","U.S. Senate","","DFL","AMY KLOBUCHAR","326","85.79"
"06","Big Stone","U.S. Senate","","DFL","""DICK"" FRANSON","21","5.53"
"06","Big Stone","U.S. Senate","","DFL","DARRYL STANTON","15","3.95"
"06","Big Stone","Chief Justice - Supreme Court","","NP","LORIE SKJERVEN GILDEA","273","51.90"
"06","Big Stone","Chief Justice - Supreme Court","","NP","JILL CLARK","107","20.34"
"06","Big Stone","Chief Justice - Supreme Court","","NP","DAN GRIFFITH","146","27.76"
"06","Big Stone","Associate Justice - Supreme Court 4","","NP","ALAN NELSON","116","22.39"
"06","Big Stone","Associate Justice - Supreme Court 4","","NP","TIM TINGELSTAD","129","24.90"
"06","Big Stone","Associate Justice - Supreme Court 4","","NP","DAVID R. STRAS","273","52.70"
"07","Blue Earth","U.S. Senate","","IP","STEPHEN WILLIAMS","27","65.85"
"07","Blue Earth","U.S. Senate","","IP","GLEN R. ANDERSON MENZE","14","34.15"
"07","Blue Earth","U.S. Senate","","R","DAVID CARLSON","534","41.98"
"07","Blue Earth","U.S. Senate","","R","BOB CARNEY JR.","185","14.54"
"07","Blue Earth","U.S. Senate","","R","KURT BILLS","553","43.47"
"07","Blue Earth","U.S. Senate","","DFL","JACK EDWARD SHEPARD","30","3.02"
"07","Blue Earth","U.S. Senate","","DFL","AMY KLOBUCHAR","915","91.96"
"07","Blue Earth","U.S. Senate","","DFL","""DICK"" FRANSON","31","3.12"
"07","Blue Earth","U.S. Senate","","DFL","DARRYL STANTON","19","1.91"
"07","Blue Earth","U.S. House","1","R","MIKE PARRY","635","43.61"
"07","Blue Earth","U.S. House","1","R","ALLEN QUIST","821","56.39"
"07","Blue Earth","U.S. House","1","DFL","TIM WALZ","968","100.00"
"07","Blue Earth","Chief Justice - Supreme Court","","NP","LORIE SKJERVEN GILDEA","1058","49.00"
"07","Blue Earth","Chief Justice - Supreme Court","","NP","JILL CLARK","412","19.08"
"07","Blue Earth","Chief Justice - Supreme Court","","NP","DAN GRIFFITH","689","31.91"
"07","Blue Earth","Associate Justice - Supreme Court 4","","NP","ALAN NELSON","465","21.67"
"07","Blue Earth","Associate Justice - Supreme Court 4","","NP","TIM TINGELSTAD","591","27.54"
"07","Blue Earth","Associate Justice - Supreme Court 4","","NP","DAVID R. STRAS","1090","50.79"
"08","Brown","U.S. Senate","","IP","STEPHEN WILLIAMS","10","71.43"
"08","Brown","U.S. Senate","","IP","GLEN R. ANDERSON MENZE","4","28.57"
"08","Brown","U.S. Senate","","R","DAVID CARLSON","238","28.10"
"08","Brown","U.S. Senate","","R","BOB CARNEY JR.","100","11.81"
"08","Brown","U.S. Senate","","R","KURT BILLS","509","60.09"
"08","Brown","U.S. Senate","","DFL","JACK EDWARD SHEPARD","14","3.70"
"08","Brown","U.S. Senate","","DFL","AMY KLOBUCHAR","336","88.89"
"08","Brown","U.S. Senate","","DFL","""DICK"" FRANSON","20","5.29"
"08","Brown","U.S. Senate","","DFL","DARRYL STANTON","8","2.12"
"08","Brown","U.S. House","1","R","MIKE PARRY","375","41.35"
"08","Brown","U.S. House","1","R","ALLEN QUIST","532","58.65"
"08","Brown","U.S. House","1","DFL","TIM WALZ","349","100.00"
"08","Brown","Chief Justice - Supreme Court","","NP","LORIE SKJERVEN GILDEA","493","44.33"
"08","Brown","Chief Justice - Supreme Court","","NP","JILL CLARK","241","21.67"
"08","Brown","Chief Justice - Supreme Court","","NP","DAN GRIFFITH","378","33.99"
"08","Brown","Associate Justice - Supreme Court 4","","NP","ALAN NELSON","282","25.47"
"08","Brown","Associate Justice - Supreme Court 4","","NP","TIM TINGELSTAD","300","27.10"
"08","Brown","Associate Justice - Supreme Court 4","","NP","DAVID R. STRAS","525","47.43"
"09","Carlton","U.S. Senate","","IP","STEPHEN WILLIAMS","16","66.67"
"09","Carlton","U.S. Senate","","IP","GLEN R. ANDERSON MENZE","8","33.33"
"09","Carlton","U.S. Senate","","R","DAVID CARLSON","230","39.52"
"09","Carlton","U.S. Senate","","R","BOB CARNEY JR.","88","15.12"
"09","Carlton","U.S. Senate","","R","KURT BILLS","264","45.36"
"09","Carlton","U.S. Senate","","DFL","JACK EDWARD SHEPARD","70","1.90"
"09","Carlton","U.S. Senate","","DFL","AMY KLOBUCHAR","3398","92.06"
"09","Carlton","U.S. Senate","","DFL","""DICK"" FRANSON","120","3.25"
"09","Carlton","U.S. Senate","","DFL","DARRYL STANTON","103","2.79"
"09","Carlton","U.S. House","8","R","CHIP CRAVAACK","631","100.00"
"09","Carlton","U.S. House","8","DFL","TARRYL L. CLARK","1278","34.47"
"09","Carlton","U.S. House","8","DFL","JEFF ANDERSON","1070","28.86"
"09","Carlton","U.S. House","8","DFL","RICHARD NOLAN","1360","36.68"
"09","Carlton","State House","11A","IP","CORY M. PYLKKA","26","100.00"
"09","Carlton","State House","11A","R","JIM PUTNAM","567","100.00"
"09","Carlton","State House","11A","DFL","BRUCE AHLGREN","1601","43.13"
"09","Carlton","State House","11A","DFL","MIKE SUNDIN","2111","56.87"
"09","Carlton","Chief Justice - Supreme Court","","NP","LORIE SKJERVEN GILDEA","2244","57.08"
"09","Carlton","Chief Justice - Supreme Court","","NP","JILL CLARK","903","22.97"
"09","Carlton","Chief Justice - Supreme Court","","NP","DAN GRIFFITH","784","19.94"
"09","Carlton","Associate Justice - Supreme Court 4","","NP","ALAN NELSON","875","22.59"
"09","Carlton","Associate Justice - Supreme Court 4","","NP","TIM TINGELSTAD","812","20.97"
"09","Carlton","Associate Justice - Supreme Court 4","","NP","DAVID R. STRAS","2186","56.44"
"10","Carver","U.S. Senate","","IP","STEPHEN WILLIAMS","27","79.41"
"10","Carver","U.S. Senate","","IP","GLEN R. ANDERSON MENZE","7","20.59"
"10","Carver","U.S. Senate","","R","DAVID CARLSON","1347","35.00"
"10","Carver","U.S. Senate","","R","BOB CARNEY JR.","462","12.00"
"10","Carver","U.S. Senate","","R","KURT BILLS","2040","53.00"
"10","Carver","U.S. Senate","","DFL","JACK EDWARD SHEPARD","53","4.57"
"10","Carver","U.S. Senate","","DFL","AMY KLOBUCHAR","1052","90.61"
"10","Carver","U.S. Senate","","DFL","""DICK"" FRANSON","28","2.41"
"10","Carver","U.S. Senate","","DFL","DARRYL STANTON","28","2.41"
"10","Carver","U.S. House","3","R","ERIK PAULSEN","2205","87.88"
"10","Carver","U.S. House","3","R","JOHN W. HOWARD III","304","12.12"
"10","Carver","U.S. House","3","DFL","BRIAN BARNES","626","100.00"
"10","Carver","U.S. House","6","R","MICHELE BACHMANN","1311","74.11"
"10","Carver","U.S. House","6","R","STEPHEN THOMPSON","356","20.12"
"10","Carver","U.S. House","6","R","AUBREY IMMELMAN","102","5.77"
"10","Carver","U.S. House","6","DFL","JIM GRAVES","352","100.00"
"10","Carver","State Senate","33","R","CONNIE DOEPKE","292","35.22"
"10","Carver","State Senate","33","R","DAVID OSMEK","537","64.78"
"10","Carver","State Senate","33","DFL","JUDY ROGOSHESKE","158","100.00"
"10","Carver","State Senate","47","R","BRUCE R. SCHWICHTENBERG","1504","41.57"
"10","Carver","State Senate","47","R","JULIANNE ORTMAN","2114","58.43"
"10","Carver","State Senate","47","DFL","JAMES F. WEYGAND","824","100.00"
"10","Carver","State House","33B","R","STEVE SMITH","220","25.20"
"10","Carver","State House","33B","R","CINDY PUGH","653","74.80"
"10","Carver","State House","33B","DFL","DENISE BADER","159","100.00"
"10","Carver","County Commissioner District 2","02","NP","DONALD T SMITH","72","5.81"
"10","Carver","County Commissioner District 2","02","NP","CHERYL AYOTTE","376","30.32"
"10","Carver","County Commissioner District 2","02","NP","TOM WORKMAN","792","63.87"
"10","Carver","County Commissioner District 3","03","NP","RANDY MALUCHNIK","444","50.17"
"10","Carver","County Commissioner District 3","03","NP","VINCE BEAUDETTE","276","31.19"
"10","Carver","County Commissioner District 3","03","NP","JAY E SWENSON","165","18.64"
"10","Carver","County Commissioner District 4","04","NP","FRANK LONG","513","36.75"
"10","Carver","County Commissioner District 4","04","NP","TIM LYNCH","726","52.01"
"10","Carver","County Commissioner District 4","04","NP","STEVEN A. DUSKE","157","11.25"
"10","Carver","Chief Justice - Supreme Court","","NP","LORIE SKJERVEN GILDEA","1960","42.74"
"10","Carver","Chief Justice - Supreme Court","","NP","JILL CLARK","945","20.61"
"10","Carver","Chief Justice - Supreme Court","","NP","DAN GRIFFITH","1681","36.66"
"10","Carver","Associate Justice - Supreme Court 4","","NP","ALAN NELSON","927","20.58"
"10","Carver","Associate Justice - Supreme Court 4","","NP","TIM TINGELSTAD","1622","36.00"
"10","Carver","Associate Justice - Supreme Court 4","","NP","DAVID R. STRAS","1956","43.42"
"11","Cass","U.S. Senate","","IP","STEPHEN WILLIAMS","26","60.47"
"11","Cass","U.S. Senate","","IP","GLEN R. ANDERSON MENZE","17","39.53"
"11","Cass","U.S. Senate","","R","DAVID CARLSON","509","49.51"
"11","Cass","U.S. Senate","","R","BOB CARNEY JR.","163","15.86"
"11","Cass","U.S. Senate","","R","KURT BILLS","356","34.63"
"11","Cass","U.S. Senate","","DFL","JACK EDWARD SHEPARD","84","5.01"
"11","Cass","U.S. Senate","","DFL","AMY KLOBUCHAR","1470","87.71"
"11","Cass","U.S. Senate","","DFL","""DICK"" FRANSON","81","4.83"
"11","Cass","U.S. Senate","","DFL","DARRYL STANTON","41","2.45"
"11","Cass","U.S. House","8","R","CHIP CRAVAACK","1064","100.00"
"11","Cass","U.S. House","8","DFL","TARRYL L. CLARK","611","37.17"
"11","Cass","U.S. House","8","DFL","JEFF ANDERSON","189","11.50"
"11","Cass","U.S. House","8","DFL","RICHARD NOLAN","844","51.34"
"11","Cass","State Senate","5","R","JOHN CARLSON","754","100.00"
"11","Cass","State Senate","5","DFL","TOM SAXHAUG","628","55.18"
"11","Cass","State Senate","5","DFL","LAVERNE H. PEDERSON","510","44.82"
"11","Cass","Chief Justice - Supreme Court","","NP","LORIE SKJERVEN GILDEA","1168","46.15"
"11","Cass","Chief Justice - Supreme Court","","NP","JILL CLARK","588","23.23"
"11","Cass","Chief Justice - Supreme Court","","NP","DAN GRIFFITH","775","30.62"
"11","Cass","Associate Justice - Supreme Court 4","","NP","ALAN NELSON","490","19.69"
"11","Cass","Associate Justice - Supreme Court 4","","NP","TIM TINGELSTAD","866","34.81"
"11","Cass","Associate Justice - Supreme Court 4","","NP","DAVID R. STRAS","1132","45.50"
"12","Chippewa","U.S. Senate","","IP","STEPHEN WILLIAMS","6","26.09"
"12","Chippewa","U.S. Senate","","IP","GLEN R. ANDERSON MENZE","17","73.91"
"12","Chippewa","U.S. Senate","","R","DAVID CARLSON","117","41.20"
"12","Chippewa","U.S. Senate","","R","BOB CARNEY JR.","49","17.25"
"12","Chippewa","U.S. Senate","","R","KURT BILLS","118","41.55"
"12","Chippewa","U.S. Senate","","DFL","JACK EDWARD SHEPARD","28","2.78"
"12","Chippewa","U.S. Senate","","DFL","AMY KLOBUCHAR","903","89.76"
"12","Chippewa","U.S. Senate","","DFL","""DICK"" FRANSON","39","3.88"
"12","Chippewa","U.S. Senate","","DFL","DARRYL STANTON","36","3.58"
"12","Chippewa","State Senate","17","R","JOE GIMSE","273","100.00"
"12","Chippewa","State Senate","17","DFL","LARRY D. RICE","159","15.06"
"12","Chippewa","State Senate","17","DFL","LYLE KOENEN","897","84.94"
"12","Chippewa","County Commissioner District 1","01","NP","STAN HARMS","53","10.33"
"12","Chippewa","County Commissioner District 1","01","NP","DAVE LAURITSEN","110","21.44"
"12","Chippewa","County Commissioner District 1","01","NP","MATT GILBERTSON","158","30.80"
"12","Chippewa","County Commissioner District 1","01","NP","DOUGLAS KLUVER","14","2.73"
"12","Chippewa","County Commissioner District 1","01","NP","GALEN RUD","178","34.70"
"12","Chippewa","County Commissioner District 3","03","NP","DUSTIN E. SHOURDS","55","14.86"
"12","Chippewa","County Commissioner District 3","03","NP","DENNIS L. ANDERSON","123","33.24"
"12","Chippewa","County Commissioner District 3","03","NP","DAVID J. NORDAUNE","192","51.89"
"12","Chippewa","Chief Justice - Supreme Court","","NP","LORIE SKJERVEN GILDEA","659","54.33"
"12","Chippewa","Chief Justice - Supreme Court","","NP","JILL CLARK","252","20.77"
"12","Chippewa","Chief Justice - Supreme Court","","NP","DAN GRIFFITH","302","24.90"
"12","Chippewa","Associate Justice - Supreme Court 4","","NP","ALAN NELSON","272","22.91"
"12","Chippewa","Associate Justice - Supreme Court 4","","NP","TIM TINGELSTAD","267","22.49"
"12","Chippewa","Associate Justice - Supreme Court 4","","NP","DAVID R. STRAS","648","54.59"
"13","Chisago","U.S. Senate","","IP","STEPHEN WILLIAMS","35","62.50"
"13","Chisago","U.S. Senate","","IP","GLEN R. ANDERSON MENZE","21","37.50"
"13","Chisago","U.S. Senate","","R","DAVID CARLSON","408","31.22"
"13","Chisago","U.S. Senate","","R","BOB CARNEY JR.","182","13.93"
"13","Chisago","U.S. Senate","","R","KURT BILLS","717","54.86"
"13","Chisago","U.S. Senate","","DFL","JACK EDWARD SHEPARD","103","4.42"
"13","Chisago","U.S. Senate","","DFL","AMY KLOBUCHAR","2053","88.07"
"13","Chisago","U.S. Senate","","DFL","""DICK"" FRANSON","110","4.72"
"13","Chisago","U.S. Senate","","DFL","DARRYL STANTON","65","2.79"
"13","Chisago","U.S. House","8","R","CHIP CRAVAACK","1428","100.00"
"13","Chisago","U.S. House","8","DFL","TARRYL L. CLARK","962","42.66"
"13","Chisago","U.S. House","8","DFL","JEFF ANDERSON","299","13.26"
"13","Chisago","U.S. House","8","DFL","RICHARD NOLAN","994","44.08"
"13","Chisago","State Senate","39","R","ERIC MICHAEL LANGNESS","14","17.72"
"13","Chisago","State Senate","39","R","KARIN HOUSLEY","65","82.28"
"13","Chisago","State Senate","39","DFL","JULIE BUNN","88","100.00"
"13","Chisago","County Commissioner District 1","01","NP","LORA WALKER","385","39.90"
"13","Chisago","County Commissioner District 1","01","NP","LYLE G. JOHNSON","164","16.99"
"13","Chisago","County Commissioner District 1","01","NP","DARREL A. TRULSON","416","43.11"
"13","Chisago","County Commissioner District 5","05","NP","TIM O'KEEFE","82","7.93"
"13","Chisago","County Commissioner District 5","05","NP","JONATHAN GLASSEL","116","11.22"
"13","Chisago","County Commissioner District 5","05","NP","RICK SMISSON","180","17.41"
"13","Chisago","County Commissioner District 5","05","NP","MIKE ROBINSON","656","63.44"
"13","Chisago","Chief Justice - Supreme Court","","NP","LORIE SKJERVEN GILDEA","1458","45.46"
"13","Chisago","Chief Justice - Supreme Court","","NP","JILL CLARK","690","21.52"
"13","Chisago","Chief Justice - Supreme Court","","NP","DAN GRIFFITH","1059","33.02"
"13","Chisago","Associate Justice - Supreme Court 4","","NP","ALAN NELSON","687","21.97"
"13","Chisago","Associate Justice - Supreme Court 4","","NP","TIM TINGELSTAD","1024","32.75"
"13","Chisago","Associate Justice - Supreme Court 4","","NP","DAVID R. STRAS","1416","45.28"
"14","Clay","U.S. Senate","","IP","STEPHEN WILLIAMS","30","49.18"
"14","Clay","U.S. Senate","","IP","GLEN R. ANDERSON MENZE","31","50.82"
"14","Clay","U.S. Senate","","R","DAVID CARLSON","545","41.89"
"14","Clay","U.S. Senate","","R","BOB CARNEY JR.","289","22.21"
"14","Clay","U.S. Senate","","R","KURT BILLS","467","35.90"
"14","Clay","U.S. Senate","","DFL","JACK EDWARD SHEPARD","38","2.06"
"14","Clay","U.S. Senate","","DFL","AMY KLOBUCHAR","1735","93.89"
"14","Clay","U.S. Senate","","DFL","""DICK"" FRANSON","39","2.11"
"14","Clay","U.S. Senate","","DFL","DARRYL STANTON","36","1.95"
"14","Clay","State House","4A","R","BENJAMIN LARSON","76","6.87"
"14","Clay","State House","4A","R","TRAVIS REIMCHE","768","69.44"
"14","Clay","State House","4A","R","KEN LUCIER","262","23.69"
"14","Clay","State House","4A","DFL","BEN LIEN","853","74.30"
"14","Clay","State House","4A","DFL","SUE WIGER","295","25.70"
"14","Clay","County Commissioner District 2","02","NP","KEN PARKE","212","27.28"
"14","Clay","County Commissioner District 2","02","NP","TRACI GOBLE","38","4.89"
"14","Clay","County Commissioner District 2","02","NP","JOHN YOUNG JR","216","27.80"
