county_code,county,precinct_code,precinct,office,district,party,candidate,votes,pct
07,Blue Earth,0075,LIME TWP,State Representative District 19A,19A,IP,TIM GIESEKE,0,0.00
07,Blue Earth,0075,LIME TWP,State Representative District 19A,19A,R,ALLEN QUIST,0,0.00
07,Blue Earth,0075,LIME TWP,State Representative District 19A,19A,DFL,TIMOTHY STRAND,0,0.00
07,Blue Earth,0075,LIME TWP,State Representative District 19A,19A,DFL,ROBIN COURRIER,3,10.71
07,Blue Earth,0075,LIME TWP,State Representative District 19A,19A,DFL,CLARK P. JOHNSON,14,50.00
07,Blue Earth,0075,LIME TWP,State Representative District 19A,19A,DFL,KARL JOHNSON,11,39.29
07,Blue Earth,0100,MANKATO  W-05 P-01,State Representative District 19A,19A,IP,TIM GIESEKE,0,0.00
07,Blue Earth,0100,MANKATO  W-05 P-01,State Representative District 19A,19A,R,ALLEN QUIST,3,100.00
07,Blue Earth,0100,MANKATO  W-05 P-01,State Representative District 19A,19A,DFL,TIMOTHY STRAND,1,5.56
07,Blue Earth,0100,MANKATO  W-05 P-01,State Representative District 19A,19A,DFL,ROBIN COURRIER,2,11.11
07,Blue Earth,0100,MANKATO  W-05 P-01,State Representative District 19A,19A,DFL,CLARK P. JOHNSON,12,66.67
07,Blue Earth,0100,MANKATO  W-05 P-01,State Representative District 19A,19A,DFL,KARL JOHNSON,3,16.67
07,Blue Earth,0105,MANKATO  W-05 P-02,State Representative District 19A,19A,IP,TIM GIESEKE,0,0.00
07,Blue Earth,0105,MANKATO  W-05 P-02,State Representative District 19A,19A,R,ALLEN QUIST,0,0.00
07,Blue Earth,0105,MANKATO  W-05 P-02,State Representative District 19A,19A,DFL,TIMOTHY STRAND,0,0.00
07,Blue Earth,0105,MANKATO  W-05 P-02,State Representative District 19A,19A,DFL,ROBIN COURRIER,0,0.00
07,Blue Earth,0105,MANKATO  W-05 P-02,State Representative District 19A,19A,DFL,CLARK P. JOHNSON,2,100.00
07,Blue Earth,0105,MANKATO  W-05 P-02,State Representative District 19A,19A,DFL,KARL JOHNSON,0,0.00
07,Blue Earth,0170,MANKATO  W-02 P-16,State Representative District 19A,19A,IP,TIM GIESEKE,1,100.00
07,Blue Earth,0170,MANKATO  W-02 P-16,State Representative District 19A,19A,R,ALLEN QUIST,3,100.00
07,Blue Earth,0170,MANKATO  W-02 P-16,State Representative District 19A,19A,DFL,TIMOTHY STRAND,1,5.26
07,Blue Earth,0170,MANKATO  W-02 P-16,State Representative District 19A,19A,DFL,ROBIN COURRIER,0,0.00
07,Blue Earth,0170,MANKATO  W-02 P-16,State Representative District 19A,19A,DFL,CLARK P. JOHNSON,13,68.42
07,Blue Earth,0170,MANKATO  W-02 P-16,State Representative District 19A,19A,DFL,KARL JOHNSON,5,26.32
07,Blue Earth,0175,MANKATO  W-02 P-17,State Representative District 19A,19A,IP,TIM GIESEKE,1,100.00
07,Blue Earth,0175,MANKATO  W-02 P-17,State Representative District 19A,19A,R,ALLEN QUIST,0,0.00
07,Blue Earth,0175,MANKATO  W-02 P-17,State Representative District 19A,19A,DFL,TIMOTHY STRAND,0,0.00
07,Blue Earth,0175,MANKATO  W-02 P-17,State Representative District 19A,19A,DFL,ROBIN COURRIER,0,0.00
07,Blue Earth,0175,MANKATO  W-02 P-17,State Representative District 19A,19A,DFL,CLARK P. JOHNSON,3,100.00
07,Blue Earth,0175,MANKATO  W-02 P-17,State Representative District 19A,19A,DFL,KARL JOHNSON,0,0.00
07,Blue Earth,0195,MANKATO TWP P-1,State Representative District 19A,19A,IP,TIM GIESEKE,0,0.00
07,Blue Earth,0195,MANKATO TWP P-1,State Representative District 19A,19A,R,ALLEN QUIST,0,0.00
07,Blue Earth,0195,MANKATO TWP P-1,State Representative District 19A,19A,DFL,TIMOTHY STRAND,0,0.00
07,Blue Earth,0195,MANKATO TWP P-1,State Representative District 19A,19A,DFL,ROBIN COURRIER,0,0.00
07,Blue Earth,0195,MANKATO TWP P-1,State Representative District 19A,19A,DFL,CLARK P. JOHNSON,2,100.00
07,Blue Earth,0195,MANKATO TWP P-1,State Representative District 19A,19A,DFL,KARL JOHNSON,0,0.00
07,Blue Earth,0213,NORTH MANKATO,State Representative District 19A,19A,IP,TIM GIESEKE,0,0.00
07,Blue Earth,0213,NORTH MANKATO,State Representative District 19A,19A,R,ALLEN QUIST,0,0.00
07,Blue Earth,0213,NORTH MANKATO,State Representative District 19A,19A,DFL,TIMOTHY STRAND,0,0.00
07,Blue Earth,0213,NORTH MANKATO,State Representative District 19A,19A,DFL,ROBIN COURRIER,0,0.00
07,Blue Earth,0213,NORTH MANKATO,State Representative District 19A,19A,DFL,CLARK P. JOHNSON,0,0.00
07,Blue Earth,0213,NORTH MANKATO,State Representative District 19A,19A,DFL,KARL JOHNSON,0,0.00
