"county_code","county","office","district","party","candidate","votes","pct"
"18","Crow Wing","U.S. Senate","","DFL","Leonard J. Richards","53","0.87"
"18","Crow Wing","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","158","2.51"
"18","Crow Wing","U.S. Senate","Unexpired Term","R","Bob Anderson","2539","40.29"
"18","Crow Wing","U.S. Senate","Unexpired Term","R","Karin Housley","3605","57.20"
"18","Crow Wing","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","56","0.96"
"18","Crow Wing","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","252","4.30"
"18","Crow Wing","U.S. Senate","Unexpired Term","DFL","Tina Smith","4512","77.06"
"18","Crow Wing","U.S. Senate","Unexpired Term","DFL","Nick Leonard","189","3.23"
"18","Crow Wing","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","717","12.25"
"18","Crow Wing","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","129","2.20"
"18","Crow Wing","U.S. House","8","R","Harry Robb Welty","720","11.59"
"18","Crow Wing","U.S. House","8","R","Pete Stauber","5490","88.41"
"18","Crow Wing","U.S. House","8","DFL","Jason Metsa","198","3.34"
"18","Crow Wing","U.S. House","8","DFL","Joe Radinovich","4206","71.02"
"18","Crow Wing","U.S. House","8","DFL","Soren Christian Sorensen","195","3.29"
"18","Crow Wing","U.S. House","8","DFL","Kirsten Kennedy","732","12.36"
"18","Crow Wing","U.S. House","8","DFL","Michelle D. Lee","591","9.98"
"18","Crow Wing","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","300","4.40"
"18","Crow Wing","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","3220","47.21"
"18","Crow Wing","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","3300","48.39"
"18","Crow Wing","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","1007","16.57"
"18","Crow Wing","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","2958","48.66"
"18","Crow Wing","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","1967","32.36"
"18","Crow Wing","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","97","1.60"
"18","Crow Wing","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","50","0.82"
"18","Crow Wing","Attorney General","","R","Doug Wardlow","2232","35.98"
"18","Crow Wing","Attorney General","","R","Robert Lessard","1800","29.01"
"18","Crow Wing","Attorney General","","R","Sharon Anderson","2172","35.01"
"18","Crow Wing","Attorney General","","DFL","Mike Rothman","361","6.27"
"18","Crow Wing","Attorney General","","DFL","Debra Hilstrom","1438","24.98"
"18","Crow Wing","Attorney General","","DFL","Matt Pelikan","436","7.57"
"18","Crow Wing","Attorney General","","DFL","Tom Foley","882","15.32"
"18","Crow Wing","Attorney General","","DFL","Keith Ellison","2640","45.86"
"18","Crow Wing","County Sheriff","","NP","Scott Goddard","4463","34.58"
"18","Crow Wing","County Sheriff","","NP","Pat Pickar","4533","35.12"
"18","Crow Wing","County Sheriff","","NP","Eric P. Klang","3910","30.30"
"19","Dakota","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","1340","6.21"
"19","Dakota","U.S. Senate","","R","Rae Hart Anderson","1708","7.92"
"19","Dakota","U.S. Senate","","R","Jim Newberger","15532","72.01"
"19","Dakota","U.S. Senate","","R","Merrill Anderson","2990","13.86"
"19","Dakota","U.S. Senate","","DFL","Steve Carlson","630","1.55"
"19","Dakota","U.S. Senate","","DFL","Stephen A. Emery","457","1.12"
"19","Dakota","U.S. Senate","","DFL","Amy Klobuchar","39142","96.09"
"19","Dakota","U.S. Senate","","DFL","David Robert Groves","290","0.71"
"19","Dakota","U.S. Senate","","DFL","Leonard J. Richards","216","0.53"
"19","Dakota","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","535","2.35"
"19","Dakota","U.S. Senate","Unexpired Term","R","Bob Anderson","6192","27.20"
"19","Dakota","U.S. Senate","Unexpired Term","R","Karin Housley","16041","70.45"
"19","Dakota","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","326","0.81"
"19","Dakota","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","1137","2.84"
"19","Dakota","U.S. Senate","Unexpired Term","DFL","Tina Smith","30469","76.13"
"19","Dakota","U.S. Senate","Unexpired Term","DFL","Nick Leonard","1061","2.65"
"19","Dakota","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","5689","14.21"
"19","Dakota","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","1341","3.35"
"19","Dakota","State House","57A","R","Matt Lundin","1948","100.00"
"19","Dakota","State House","57A","DFL","Kyle Koch","220","6.04"
"19","Dakota","State House","57A","DFL","Roxanne B Mindeman","507","13.91"
"19","Dakota","State House","57A","DFL","Robert Bierman","1655","45.42"
"19","Dakota","State House","57A","DFL","Linda Garrett-Johnson","1116","30.63"
"19","Dakota","State House","57A","DFL","Jake Cassidy","146","4.01"
"19","Dakota","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","549","2.28"
"19","Dakota","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","11631","48.24"
"19","Dakota","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","11929","49.48"
"19","Dakota","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","13631","33.33"
"19","Dakota","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","10337","25.27"
"19","Dakota","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","16301","39.86"
"19","Dakota","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","358","0.88"
"19","Dakota","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","272","0.67"
"19","Dakota","Attorney General","","R","Doug Wardlow","12273","55.40"
"19","Dakota","Attorney General","","R","Robert Lessard","3779","17.06"
"19","Dakota","Attorney General","","R","Sharon Anderson","6100","27.54"
"19","Dakota","Attorney General","","DFL","Mike Rothman","2985","7.57"
"19","Dakota","Attorney General","","DFL","Debra Hilstrom","7867","19.95"
"19","Dakota","Attorney General","","DFL","Matt Pelikan","4329","10.98"
"19","Dakota","Attorney General","","DFL","Tom Foley","5595","14.19"
"19","Dakota","Attorney General","","DFL","Keith Ellison","18656","47.31"
"20","Dodge","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","39","3.83"
"20","Dodge","U.S. Senate","","R","Rae Hart Anderson","94","9.22"
"20","Dodge","U.S. Senate","","R","Jim Newberger","708","69.48"
"20","Dodge","U.S. Senate","","R","Merrill Anderson","178","17.47"
"20","Dodge","U.S. Senate","","DFL","Steve Carlson","17","1.66"
"20","Dodge","U.S. Senate","","DFL","Stephen A. Emery","11","1.08"
"20","Dodge","U.S. Senate","","DFL","Amy Klobuchar","982","95.99"
"20","Dodge","U.S. Senate","","DFL","David Robert Groves","6","0.59"
"20","Dodge","U.S. Senate","","DFL","Leonard J. Richards","7","0.68"
"20","Dodge","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","23","2.21"
"20","Dodge","U.S. Senate","Unexpired Term","R","Bob Anderson","459","44.09"
"20","Dodge","U.S. Senate","Unexpired Term","R","Karin Housley","559","53.70"
"20","Dodge","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","9","0.90"
"20","Dodge","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","38","3.82"
"20","Dodge","U.S. Senate","Unexpired Term","DFL","Tina Smith","778","78.19"
"20","Dodge","U.S. Senate","Unexpired Term","DFL","Nick Leonard","27","2.71"
"20","Dodge","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","120","12.06"
"20","Dodge","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","23","2.31"
"20","Dodge","U.S. House","1","R","Carla Nelson","451","41.68"
"20","Dodge","U.S. House","1","R","Jim Hagedorn","563","52.03"
"20","Dodge","U.S. House","1","R","Steve Williams","51","4.71"
"20","Dodge","U.S. House","1","R","Andrew Candler","17","1.57"
"20","Dodge","U.S. House","1","DFL","Dan Feehan","791","84.78"
"20","Dodge","U.S. House","1","DFL","Colin ""Coke"" Minehart","142","15.22"
"20","Dodge","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","34","3.07"
"20","Dodge","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","622","56.14"
"20","Dodge","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","452","40.79"
"20","Dodge","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","140","13.62"
"20","Dodge","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","125","12.16"
"20","Dodge","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","753","73.25"
"20","Dodge","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","5","0.49"
"20","Dodge","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","5","0.49"
"20","Dodge","Attorney General","","R","Doug Wardlow","447","43.61"
"20","Dodge","Attorney General","","R","Robert Lessard","221","21.56"
"20","Dodge","Attorney General","","R","Sharon Anderson","357","34.83"
"20","Dodge","Attorney General","","DFL","Mike Rothman","73","7.49"
"20","Dodge","Attorney General","","DFL","Debra Hilstrom","243","24.95"
"20","Dodge","Attorney General","","DFL","Matt Pelikan","85","8.73"
"20","Dodge","Attorney General","","DFL","Tom Foley","182","18.69"
"20","Dodge","Attorney General","","DFL","Keith Ellison","391","40.14"
"21","Douglas","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","179","6.05"
"21","Douglas","U.S. Senate","","R","Rae Hart Anderson","270","9.13"
"21","Douglas","U.S. Senate","","R","Jim Newberger","1991","67.33"
"21","Douglas","U.S. Senate","","R","Merrill Anderson","517","17.48"
"21","Douglas","U.S. Senate","","DFL","Steve Carlson","63","2.23"
"21","Douglas","U.S. Senate","","DFL","Stephen A. Emery","24","0.85"
"21","Douglas","U.S. Senate","","DFL","Amy Klobuchar","2690","95.09"
"21","Douglas","U.S. Senate","","DFL","David Robert Groves","36","1.27"
"21","Douglas","U.S. Senate","","DFL","Leonard J. Richards","16","0.57"
"21","Douglas","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","60","1.95"
"21","Douglas","U.S. Senate","Unexpired Term","R","Bob Anderson","1176","38.18"
"21","Douglas","U.S. Senate","Unexpired Term","R","Karin Housley","1844","59.87"
"21","Douglas","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","19","0.68"
"21","Douglas","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","120","4.32"
"21","Douglas","U.S. Senate","Unexpired Term","DFL","Tina Smith","2085","75.11"
"21","Douglas","U.S. Senate","Unexpired Term","DFL","Nick Leonard","75","2.70"
"21","Douglas","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","442","15.92"
"21","Douglas","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","35","1.26"
"21","Douglas","U.S. House","7","R","Dave Hughes","2206","75.24"
"21","Douglas","U.S. House","7","R","Matt Prosch","726","24.76"
"21","Douglas","U.S. House","7","DFL","Collin C. Peterson","2511","100.00"
"21","Douglas","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","117","3.55"
"21","Douglas","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1666","50.48"
"21","Douglas","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","1517","45.97"
"21","Douglas","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","591","20.81"
"21","Douglas","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","963","33.91"
"21","Douglas","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","1233","43.42"
"21","Douglas","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","36","1.27"
"21","Douglas","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","17","0.60"
"21","Douglas","Attorney General","","R","Doug Wardlow","1265","42.01"
"21","Douglas","Attorney General","","R","Robert Lessard","782","25.97"
"21","Douglas","Attorney General","","R","Sharon Anderson","964","32.02"
"21","Douglas","Attorney General","","DFL","Mike Rothman","217","7.95"
"21","Douglas","Attorney General","","DFL","Debra Hilstrom","607","22.25"
"21","Douglas","Attorney General","","DFL","Matt Pelikan","164","6.01"
"21","Douglas","Attorney General","","DFL","Tom Foley","432","15.84"
"21","Douglas","Attorney General","","DFL","Keith Ellison","1308","47.95"
"21","Douglas","County Commissioner District 2","02","NP","Judy Backhaus","506","31.62"
"21","Douglas","County Commissioner District 2","02","NP","Tim Kalina","619","38.69"
"21","Douglas","County Commissioner District 2","02","NP","James Stratton","475","29.69"
"21","Douglas","County Commissioner District 4","04","NP","Michael Woods","345","27.71"
"21","Douglas","County Commissioner District 4","04","NP","Charlie Meyer","648","52.05"
"21","Douglas","County Commissioner District 4","04","NP","Elizabeth Teeuwen","252","20.24"
"22","Faribault","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","42","4.33"
"22","Faribault","U.S. Senate","","R","Rae Hart Anderson","117","12.06"
"22","Faribault","U.S. Senate","","R","Jim Newberger","619","63.81"
"22","Faribault","U.S. Senate","","R","Merrill Anderson","192","19.79"
"22","Faribault","U.S. Senate","","DFL","Steve Carlson","16","1.89"
"22","Faribault","U.S. Senate","","DFL","Stephen A. Emery","5","0.59"
"22","Faribault","U.S. Senate","","DFL","Amy Klobuchar","804","94.92"
"22","Faribault","U.S. Senate","","DFL","David Robert Groves","13","1.53"
"22","Faribault","U.S. Senate","","DFL","Leonard J. Richards","9","1.06"
"22","Faribault","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","23","2.30"
"22","Faribault","U.S. Senate","Unexpired Term","R","Bob Anderson","423","42.22"
"22","Faribault","U.S. Senate","Unexpired Term","R","Karin Housley","556","55.49"
"22","Faribault","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","20","2.42"
"22","Faribault","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","43","5.21"
"22","Faribault","U.S. Senate","Unexpired Term","DFL","Tina Smith","611","73.97"
"22","Faribault","U.S. Senate","Unexpired Term","DFL","Nick Leonard","23","2.78"
"22","Faribault","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","112","13.56"
"22","Faribault","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","17","2.06"
"22","Faribault","U.S. House","1","R","Carla Nelson","146","13.90"
"22","Faribault","U.S. House","1","R","Jim Hagedorn","850","80.95"
"22","Faribault","U.S. House","1","R","Steve Williams","39","3.71"
"22","Faribault","U.S. House","1","R","Andrew Candler","15","1.43"
"22","Faribault","U.S. House","1","DFL","Dan Feehan","585","75.78"
"22","Faribault","U.S. House","1","DFL","Colin ""Coke"" Minehart","187","24.22"
"22","Faribault","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","38","3.58"
"22","Faribault","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","588","55.47"
"22","Faribault","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","434","40.94"
"22","Faribault","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","82","9.61"
"22","Faribault","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","130","15.24"
"22","Faribault","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","631","73.97"
"22","Faribault","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","6","0.70"
"22","Faribault","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","4","0.47"
"22","Faribault","Attorney General","","R","Doug Wardlow","430","44.15"
"22","Faribault","Attorney General","","R","Robert Lessard","162","16.63"
"22","Faribault","Attorney General","","R","Sharon Anderson","382","39.22"
"22","Faribault","Attorney General","","DFL","Mike Rothman","48","5.92"
"22","Faribault","Attorney General","","DFL","Debra Hilstrom","206","25.40"
"22","Faribault","Attorney General","","DFL","Matt Pelikan","50","6.17"
"22","Faribault","Attorney General","","DFL","Tom Foley","143","17.63"
"22","Faribault","Attorney General","","DFL","Keith Ellison","364","44.88"
"23","Fillmore","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","77","6.54"
"23","Fillmore","U.S. Senate","","R","Rae Hart Anderson","150","12.73"
"23","Fillmore","U.S. Senate","","R","Jim Newberger","695","59.00"
"23","Fillmore","U.S. Senate","","R","Merrill Anderson","256","21.73"
"23","Fillmore","U.S. Senate","","DFL","Steve Carlson","44","3.02"
"23","Fillmore","U.S. Senate","","DFL","Stephen A. Emery","16","1.10"
"23","Fillmore","U.S. Senate","","DFL","Amy Klobuchar","1363","93.55"
"23","Fillmore","U.S. Senate","","DFL","David Robert Groves","19","1.30"
"23","Fillmore","U.S. Senate","","DFL","Leonard J. Richards","15","1.03"
"23","Fillmore","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","31","2.61"
"23","Fillmore","U.S. Senate","Unexpired Term","R","Bob Anderson","628","52.86"
"23","Fillmore","U.S. Senate","Unexpired Term","R","Karin Housley","529","44.53"
"23","Fillmore","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","24","1.71"
"23","Fillmore","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","88","6.27"
"23","Fillmore","U.S. Senate","Unexpired Term","DFL","Tina Smith","1091","77.76"
"23","Fillmore","U.S. Senate","Unexpired Term","DFL","Nick Leonard","40","2.85"
"23","Fillmore","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","134","9.55"
"23","Fillmore","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","26","1.85"
"23","Fillmore","U.S. House","1","R","Carla Nelson","425","33.62"
"23","Fillmore","U.S. House","1","R","Jim Hagedorn","766","60.60"
"23","Fillmore","U.S. House","1","R","Steve Williams","46","3.64"
"23","Fillmore","U.S. House","1","R","Andrew Candler","27","2.14"
"23","Fillmore","U.S. House","1","DFL","Dan Feehan","1127","87.03"
"23","Fillmore","U.S. House","1","DFL","Colin ""Coke"" Minehart","168","12.97"
"23","Fillmore","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","58","4.51"
"23","Fillmore","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","650","50.54"
"23","Fillmore","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","578","44.95"
"23","Fillmore","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","186","12.73"
"23","Fillmore","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","139","9.51"
"23","Fillmore","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","1108","75.84"
"23","Fillmore","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","15","1.03"
"23","Fillmore","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","13","0.89"
"23","Fillmore","Attorney General","","R","Doug Wardlow","472","39.50"
"23","Fillmore","Attorney General","","R","Robert Lessard","238","19.92"
"23","Fillmore","Attorney General","","R","Sharon Anderson","485","40.59"
"23","Fillmore","Attorney General","","DFL","Mike Rothman","94","6.88"
"23","Fillmore","Attorney General","","DFL","Debra Hilstrom","374","27.38"
"23","Fillmore","Attorney General","","DFL","Matt Pelikan","96","7.03"
"23","Fillmore","Attorney General","","DFL","Tom Foley","241","17.64"
"23","Fillmore","Attorney General","","DFL","Keith Ellison","561","41.07"
"23","Fillmore","County Auditor/Treasurer","","NP","Heidi 'Bly' Jones","1264","48.45"
"23","Fillmore","County Auditor/Treasurer","","NP","Brian Hoff","892","34.19"
"23","Fillmore","County Auditor/Treasurer","","NP","Marc Prestby","453","17.36"
"24","Freeborn","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","115","5.70"
"24","Freeborn","U.S. Senate","","R","Rae Hart Anderson","211","10.47"
"24","Freeborn","U.S. Senate","","R","Jim Newberger","1250","62.00"
"24","Freeborn","U.S. Senate","","R","Merrill Anderson","440","21.83"
"24","Freeborn","U.S. Senate","","DFL","Steve Carlson","63","2.48"
"24","Freeborn","U.S. Senate","","DFL","Stephen A. Emery","34","1.34"
"24","Freeborn","U.S. Senate","","DFL","Amy Klobuchar","2402","94.42"
"24","Freeborn","U.S. Senate","","DFL","David Robert Groves","27","1.06"
"24","Freeborn","U.S. Senate","","DFL","Leonard J. Richards","18","0.71"
"24","Freeborn","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","45","2.18"
"24","Freeborn","U.S. Senate","Unexpired Term","R","Bob Anderson","1037","50.29"
"24","Freeborn","U.S. Senate","Unexpired Term","R","Karin Housley","980","47.53"
"24","Freeborn","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","42","1.71"
"24","Freeborn","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","149","6.06"
"24","Freeborn","U.S. Senate","Unexpired Term","DFL","Tina Smith","1882","76.50"
"24","Freeborn","U.S. Senate","Unexpired Term","DFL","Nick Leonard","67","2.72"
"24","Freeborn","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","274","11.14"
"24","Freeborn","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","46","1.87"
"24","Freeborn","U.S. House","1","R","Carla Nelson","549","25.18"
"24","Freeborn","U.S. House","1","R","Jim Hagedorn","1487","68.21"
"24","Freeborn","U.S. House","1","R","Steve Williams","102","4.68"
"24","Freeborn","U.S. House","1","R","Andrew Candler","42","1.93"
"24","Freeborn","U.S. House","1","DFL","Dan Feehan","1389","57.09"
"24","Freeborn","U.S. House","1","DFL","Colin ""Coke"" Minehart","1044","42.91"
"24","Freeborn","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","83","3.75"
"24","Freeborn","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1006","45.50"
"24","Freeborn","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","1122","50.75"
"24","Freeborn","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","256","10.02"
"24","Freeborn","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","330","12.92"
"24","Freeborn","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","1930","75.57"
"24","Freeborn","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","22","0.86"
"24","Freeborn","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","16","0.63"
"24","Freeborn","Attorney General","","R","Doug Wardlow","780","37.83"
"24","Freeborn","Attorney General","","R","Robert Lessard","424","20.56"
"24","Freeborn","Attorney General","","R","Sharon Anderson","858","41.61"
"24","Freeborn","Attorney General","","DFL","Mike Rothman","208","8.57"
"24","Freeborn","Attorney General","","DFL","Debra Hilstrom","698","28.77"
"24","Freeborn","Attorney General","","DFL","Matt Pelikan","253","10.43"
"24","Freeborn","Attorney General","","DFL","Tom Foley","441","18.18"
"24","Freeborn","Attorney General","","DFL","Keith Ellison","826","34.05"
"25","Goodhue","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","221","6.44"
"25","Goodhue","U.S. Senate","","R","Rae Hart Anderson","391","11.40"
"25","Goodhue","U.S. Senate","","R","Jim Newberger","2143","62.48"
"25","Goodhue","U.S. Senate","","R","Merrill Anderson","675","19.68"
"25","Goodhue","U.S. Senate","","DFL","Steve Carlson","97","2.19"
"25","Goodhue","U.S. Senate","","DFL","Stephen A. Emery","62","1.40"
"25","Goodhue","U.S. Senate","","DFL","Amy Klobuchar","4213","95.08"
"25","Goodhue","U.S. Senate","","DFL","David Robert Groves","37","0.84"
"25","Goodhue","U.S. Senate","","DFL","Leonard J. Richards","22","0.50"
"25","Goodhue","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","83","2.34"
"25","Goodhue","U.S. Senate","Unexpired Term","R","Bob Anderson","1309","36.93"
"25","Goodhue","U.S. Senate","Unexpired Term","R","Karin Housley","2153","60.73"
"25","Goodhue","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","41","0.95"
"25","Goodhue","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","181","4.19"
"25","Goodhue","U.S. Senate","Unexpired Term","DFL","Tina Smith","3372","77.98"
"25","Goodhue","U.S. Senate","Unexpired Term","DFL","Nick Leonard","122","2.82"
"25","Goodhue","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","524","12.12"
"25","Goodhue","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","84","1.94"
"25","Goodhue","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","145","3.83"
"25","Goodhue","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1921","50.79"
"25","Goodhue","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","1716","45.37"
"25","Goodhue","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","973","22.04"
"25","Goodhue","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","1114","25.24"
"25","Goodhue","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","2237","50.68"
"25","Goodhue","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","60","1.36"
"25","Goodhue","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","30","0.68"
"25","Goodhue","Attorney General","","R","Doug Wardlow","1614","45.98"
"25","Goodhue","Attorney General","","R","Robert Lessard","653","18.60"
"25","Goodhue","Attorney General","","R","Sharon Anderson","1243","35.41"
"25","Goodhue","Attorney General","","DFL","Mike Rothman","269","6.33"
"25","Goodhue","Attorney General","","DFL","Debra Hilstrom","865","20.36"
"25","Goodhue","Attorney General","","DFL","Matt Pelikan","384","9.04"
"25","Goodhue","Attorney General","","DFL","Tom Foley","722","16.99"
"25","Goodhue","Attorney General","","DFL","Keith Ellison","2009","47.28"
"25","Goodhue","County Sheriff","","NP","Marty Kelly","3822","47.79"
"25","Goodhue","County Sheriff","","NP","Josh Stehr","1232","15.41"
"25","Goodhue","County Sheriff","","NP","Paul Gielau","2943","36.80"
"26","Grant","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","22","4.39"
"26","Grant","U.S. Senate","","R","Rae Hart Anderson","33","6.59"
"26","Grant","U.S. Senate","","R","Jim Newberger","352","70.26"
"26","Grant","U.S. Senate","","R","Merrill Anderson","94","18.76"
"26","Grant","U.S. Senate","","DFL","Steve Carlson","7","1.09"
"26","Grant","U.S. Senate","","DFL","Stephen A. Emery","11","1.71"
"26","Grant","U.S. Senate","","DFL","Amy Klobuchar","618","95.96"
"26","Grant","U.S. Senate","","DFL","David Robert Groves","4","0.62"
"26","Grant","U.S. Senate","","DFL","Leonard J. Richards","4","0.62"
"26","Grant","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","15","2.92"
"26","Grant","U.S. Senate","Unexpired Term","R","Bob Anderson","198","38.60"
"26","Grant","U.S. Senate","Unexpired Term","R","Karin Housley","300","58.48"
"26","Grant","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","7","1.13"
"26","Grant","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","29","4.66"
"26","Grant","U.S. Senate","Unexpired Term","DFL","Tina Smith","504","81.03"
"26","Grant","U.S. Senate","Unexpired Term","DFL","Nick Leonard","17","2.73"
"26","Grant","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","54","8.68"
"26","Grant","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","11","1.77"
"26","Grant","U.S. House","7","R","Dave Hughes","392","76.86"
"26","Grant","U.S. House","7","R","Matt Prosch","118","23.14"
"26","Grant","U.S. House","7","DFL","Collin C. Peterson","595","100.00"
