"county_code","county","office","district","party","candidate","votes","pct"
"02","Anoka","Attorney General","","DFL","Tom Foley","3643","14.20"
"02","Anoka","Attorney General","","DFL","Keith Ellison","12967","50.54"
"02","Anoka","County Commissioner District 4","04","NP","Sean Broom","1667","23.94"
"02","Anoka","County Commissioner District 4","04","NP","Joe Sturdevant","980","14.07"
"02","Anoka","County Commissioner District 4","04","NP","Adam Davis","910","13.07"
"02","Anoka","County Commissioner District 4","04","NP","Mandy Meisner","3407","48.92"
"03","Becker","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","102","5.34"
"03","Becker","U.S. Senate","","R","Rae Hart Anderson","222","11.62"
"03","Becker","U.S. Senate","","R","Jim Newberger","1197","62.67"
"03","Becker","U.S. Senate","","R","Merrill Anderson","389","20.37"
"03","Becker","U.S. Senate","","DFL","Steve Carlson","61","3.50"
"03","Becker","U.S. Senate","","DFL","Stephen A. Emery","15","0.86"
"03","Becker","U.S. Senate","","DFL","Amy Klobuchar","1647","94.49"
"03","Becker","U.S. Senate","","DFL","David Robert Groves","10","0.57"
"03","Becker","U.S. Senate","","DFL","Leonard J. Richards","10","0.57"
"03","Becker","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","45","2.31"
"03","Becker","U.S. Senate","Unexpired Term","R","Bob Anderson","934","47.97"
"03","Becker","U.S. Senate","Unexpired Term","R","Karin Housley","968","49.72"
"03","Becker","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","20","1.18"
"03","Becker","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","104","6.12"
"03","Becker","U.S. Senate","Unexpired Term","DFL","Tina Smith","1269","74.65"
"03","Becker","U.S. Senate","Unexpired Term","DFL","Nick Leonard","52","3.06"
"03","Becker","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","226","13.29"
"03","Becker","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","29","1.71"
"03","Becker","U.S. House","7","R","Dave Hughes","1429","74.90"
"03","Becker","U.S. House","7","R","Matt Prosch","479","25.10"
"03","Becker","U.S. House","7","DFL","Collin C. Peterson","1620","100.00"
"03","Becker","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","58","2.76"
"03","Becker","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1563","74.50"
"03","Becker","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","477","22.74"
"03","Becker","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","365","21.10"
"03","Becker","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","578","33.41"
"03","Becker","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","715","41.33"
"03","Becker","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","52","3.01"
"03","Becker","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","20","1.16"
"03","Becker","Attorney General","","R","Doug Wardlow","798","41.09"
"03","Becker","Attorney General","","R","Robert Lessard","469","24.15"
"03","Becker","Attorney General","","R","Sharon Anderson","675","34.76"
"03","Becker","Attorney General","","DFL","Mike Rothman","99","5.89"
"03","Becker","Attorney General","","DFL","Debra Hilstrom","462","27.47"
"03","Becker","Attorney General","","DFL","Matt Pelikan","163","9.69"
"03","Becker","Attorney General","","DFL","Tom Foley","197","11.71"
"03","Becker","Attorney General","","DFL","Keith Ellison","761","45.24"
"04","Beltrami","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","98","4.71"
"04","Beltrami","U.S. Senate","","R","Rae Hart Anderson","185","8.90"
"04","Beltrami","U.S. Senate","","R","Jim Newberger","1381","66.43"
"04","Beltrami","U.S. Senate","","R","Merrill Anderson","415","19.96"
"04","Beltrami","U.S. Senate","","DFL","Steve Carlson","71","2.15"
"04","Beltrami","U.S. Senate","","DFL","Stephen A. Emery","51","1.54"
"04","Beltrami","U.S. Senate","","DFL","Amy Klobuchar","3143","94.98"
"04","Beltrami","U.S. Senate","","DFL","David Robert Groves","19","0.57"
"04","Beltrami","U.S. Senate","","DFL","Leonard J. Richards","25","0.76"
"04","Beltrami","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","48","2.23"
"04","Beltrami","U.S. Senate","Unexpired Term","R","Bob Anderson","832","38.57"
"04","Beltrami","U.S. Senate","Unexpired Term","R","Karin Housley","1277","59.20"
"04","Beltrami","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","61","1.88"
"04","Beltrami","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","114","3.51"
"04","Beltrami","U.S. Senate","Unexpired Term","DFL","Tina Smith","2383","73.37"
"04","Beltrami","U.S. Senate","Unexpired Term","DFL","Nick Leonard","76","2.34"
"04","Beltrami","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","517","15.92"
"04","Beltrami","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","97","2.99"
"04","Beltrami","U.S. House","7","R","Dave Hughes","719","76.57"
"04","Beltrami","U.S. House","7","R","Matt Prosch","220","23.43"
"04","Beltrami","U.S. House","7","DFL","Collin C. Peterson","1810","100.00"
"04","Beltrami","U.S. House","8","R","Harry Robb Welty","145","12.65"
"04","Beltrami","U.S. House","8","R","Pete Stauber","1001","87.35"
"04","Beltrami","U.S. House","8","DFL","Jason Metsa","61","5.17"
"04","Beltrami","U.S. House","8","DFL","Joe Radinovich","532","45.05"
"04","Beltrami","U.S. House","8","DFL","Soren Christian Sorensen","111","9.40"
"04","Beltrami","U.S. House","8","DFL","Kirsten Kennedy","233","19.73"
"04","Beltrami","U.S. House","8","DFL","Michelle D. Lee","244","20.66"
"04","Beltrami","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","102","4.48"
"04","Beltrami","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1315","57.73"
"04","Beltrami","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","861","37.80"
"04","Beltrami","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","991","29.93"
"04","Beltrami","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","992","29.96"
"04","Beltrami","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","1248","37.69"
"04","Beltrami","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","48","1.45"
"04","Beltrami","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","32","0.97"
"04","Beltrami","Attorney General","","R","Doug Wardlow","935","44.04"
"04","Beltrami","Attorney General","","R","Robert Lessard","598","28.17"
"04","Beltrami","Attorney General","","R","Sharon Anderson","590","27.79"
"04","Beltrami","Attorney General","","DFL","Mike Rothman","196","6.16"
"04","Beltrami","Attorney General","","DFL","Debra Hilstrom","749","23.55"
"04","Beltrami","Attorney General","","DFL","Matt Pelikan","296","9.31"
"04","Beltrami","Attorney General","","DFL","Tom Foley","390","12.26"
"04","Beltrami","Attorney General","","DFL","Keith Ellison","1550","48.73"
"04","Beltrami","County Commissioner District 1","01","NP","Craig Gaasvig","767","53.60"
"04","Beltrami","County Commissioner District 1","01","NP","Natalie Grosfield","442","30.89"
"04","Beltrami","County Commissioner District 1","01","NP","Heather L. Broda","222","15.51"
"05","Benton","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","84","3.63"
"05","Benton","U.S. Senate","","R","Rae Hart Anderson","157","6.78"
"05","Benton","U.S. Senate","","R","Jim Newberger","1832","79.14"
"05","Benton","U.S. Senate","","R","Merrill Anderson","242","10.45"
"05","Benton","U.S. Senate","","DFL","Steve Carlson","61","2.90"
"05","Benton","U.S. Senate","","DFL","Stephen A. Emery","66","3.13"
"05","Benton","U.S. Senate","","DFL","Amy Klobuchar","1931","91.65"
"05","Benton","U.S. Senate","","DFL","David Robert Groves","33","1.57"
"05","Benton","U.S. Senate","","DFL","Leonard J. Richards","16","0.76"
"05","Benton","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","61","2.66"
"05","Benton","U.S. Senate","Unexpired Term","R","Bob Anderson","914","39.90"
"05","Benton","U.S. Senate","Unexpired Term","R","Karin Housley","1316","57.44"
"05","Benton","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","18","0.87"
"05","Benton","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","105","5.10"
"05","Benton","U.S. Senate","Unexpired Term","DFL","Tina Smith","1534","74.54"
"05","Benton","U.S. Senate","Unexpired Term","DFL","Nick Leonard","81","3.94"
"05","Benton","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","265","12.88"
"05","Benton","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","55","2.67"
"05","Benton","U.S. House","6","R","Tom Emmer","1526","63.98"
"05","Benton","U.S. House","6","R","A.J. Kern","701","29.39"
"05","Benton","U.S. House","6","R","Patrick Munro","158","6.62"
"05","Benton","U.S. House","6","DFL","Ian Todd","1724","100.00"
"05","Benton","State House","15B","R","Shane Mekeland","849","100.00"
"05","Benton","State House","15B","DFL","Jessica Filiaggi","227","31.35"
"05","Benton","State House","15B","DFL","Karla Scapanski","497","68.65"
"05","Benton","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","78","3.20"
"05","Benton","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1388","56.98"
"05","Benton","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","970","39.82"
"05","Benton","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","631","29.86"
"05","Benton","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","638","30.19"
"05","Benton","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","781","36.96"
"05","Benton","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","32","1.51"
"05","Benton","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","31","1.47"
"05","Benton","Attorney General","","R","Doug Wardlow","1042","45.76"
"05","Benton","Attorney General","","R","Robert Lessard","468","20.55"
"05","Benton","Attorney General","","R","Sharon Anderson","767","33.68"
"05","Benton","Attorney General","","DFL","Mike Rothman","111","5.47"
"05","Benton","Attorney General","","DFL","Debra Hilstrom","442","21.78"
"05","Benton","Attorney General","","DFL","Matt Pelikan","205","10.10"
"05","Benton","Attorney General","","DFL","Tom Foley","391","19.27"
"05","Benton","Attorney General","","DFL","Keith Ellison","880","43.37"
"06","Big Stone","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","24","5.19"
"06","Big Stone","U.S. Senate","","R","Rae Hart Anderson","50","10.82"
"06","Big Stone","U.S. Senate","","R","Jim Newberger","298","64.50"
"06","Big Stone","U.S. Senate","","R","Merrill Anderson","90","19.48"
"06","Big Stone","U.S. Senate","","DFL","Steve Carlson","17","3.27"
"06","Big Stone","U.S. Senate","","DFL","Stephen A. Emery","7","1.35"
"06","Big Stone","U.S. Senate","","DFL","Amy Klobuchar","484","93.08"
"06","Big Stone","U.S. Senate","","DFL","David Robert Groves","4","0.77"
"06","Big Stone","U.S. Senate","","DFL","Leonard J. Richards","8","1.54"
"06","Big Stone","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","14","3.02"
"06","Big Stone","U.S. Senate","Unexpired Term","R","Bob Anderson","189","40.73"
"06","Big Stone","U.S. Senate","Unexpired Term","R","Karin Housley","261","56.25"
"06","Big Stone","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","7","1.40"
"06","Big Stone","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","38","7.58"
"06","Big Stone","U.S. Senate","Unexpired Term","DFL","Tina Smith","388","77.45"
"06","Big Stone","U.S. Senate","Unexpired Term","DFL","Nick Leonard","10","2.00"
"06","Big Stone","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","51","10.18"
"06","Big Stone","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","7","1.40"
"06","Big Stone","U.S. House","7","R","Dave Hughes","299","66.59"
"06","Big Stone","U.S. House","7","R","Matt Prosch","150","33.41"
"06","Big Stone","U.S. House","7","DFL","Collin C. Peterson","465","100.00"
"06","Big Stone","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","28","5.62"
"06","Big Stone","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","252","50.60"
"06","Big Stone","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","218","43.78"
"06","Big Stone","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","147","28.49"
"06","Big Stone","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","194","37.60"
"06","Big Stone","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","159","30.81"
"06","Big Stone","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","11","2.13"
"06","Big Stone","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","5","0.97"
"06","Big Stone","Attorney General","","R","Doug Wardlow","188","40.26"
"06","Big Stone","Attorney General","","R","Robert Lessard","106","22.70"
"06","Big Stone","Attorney General","","R","Sharon Anderson","173","37.04"
"06","Big Stone","Attorney General","","DFL","Mike Rothman","34","6.84"
"06","Big Stone","Attorney General","","DFL","Debra Hilstrom","109","21.93"
"06","Big Stone","Attorney General","","DFL","Matt Pelikan","31","6.24"
"06","Big Stone","Attorney General","","DFL","Tom Foley","102","20.52"
"06","Big Stone","Attorney General","","DFL","Keith Ellison","221","44.47"
"06","Big Stone","Special Election for County Commissioner District 5","05","NP","Erick Klepel","95","36.82"
"06","Big Stone","Special Election for County Commissioner District 5","05","NP","Stephen Strei","40","15.50"
"06","Big Stone","Special Election for County Commissioner District 5","05","NP","Alan Arndt","57","22.09"
"06","Big Stone","Special Election for County Commissioner District 5","05","NP","Jeff Klages","66","25.58"
"07","Blue Earth","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","125","4.38"
"07","Blue Earth","U.S. Senate","","R","Rae Hart Anderson","285","9.99"
"07","Blue Earth","U.S. Senate","","R","Jim Newberger","1902","66.64"
"07","Blue Earth","U.S. Senate","","R","Merrill Anderson","542","18.99"
"07","Blue Earth","U.S. Senate","","DFL","Steve Carlson","136","2.22"
"07","Blue Earth","U.S. Senate","","DFL","Stephen A. Emery","77","1.25"
"07","Blue Earth","U.S. Senate","","DFL","Amy Klobuchar","5825","94.93"
"07","Blue Earth","U.S. Senate","","DFL","David Robert Groves","50","0.81"
"07","Blue Earth","U.S. Senate","","DFL","Leonard J. Richards","48","0.78"
"07","Blue Earth","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","66","2.26"
"07","Blue Earth","U.S. Senate","Unexpired Term","R","Bob Anderson","1374","47.02"
"07","Blue Earth","U.S. Senate","Unexpired Term","R","Karin Housley","1482","50.72"
"07","Blue Earth","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","52","0.88"
"07","Blue Earth","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","281","4.73"
"07","Blue Earth","U.S. Senate","Unexpired Term","DFL","Tina Smith","4337","73.00"
"07","Blue Earth","U.S. Senate","Unexpired Term","DFL","Nick Leonard","307","5.17"
"07","Blue Earth","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","760","12.79"
"07","Blue Earth","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","204","3.43"
"07","Blue Earth","U.S. House","1","R","Carla Nelson","498","16.24"
"07","Blue Earth","U.S. House","1","R","Jim Hagedorn","2366","77.14"
"07","Blue Earth","U.S. House","1","R","Steve Williams","135","4.40"
"07","Blue Earth","U.S. House","1","R","Andrew Candler","68","2.22"
"07","Blue Earth","U.S. House","1","DFL","Dan Feehan","4791","85.94"
"07","Blue Earth","U.S. House","1","DFL","Colin ""Coke"" Minehart","784","14.06"
"07","Blue Earth","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","137","4.39"
"07","Blue Earth","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1530","49.02"
"07","Blue Earth","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","1454","46.59"
"07","Blue Earth","Governor & Lt Governor","","DFL","Erin Murphy and Erin Maye-Quade","700","11.30"
"07","Blue Earth","Governor & Lt Governor","","DFL","Lori Swanson and Rick Nolan","548","8.84"
"07","Blue Earth","Governor & Lt Governor","","DFL","Tim Walz and Peggy Flanagan","4887","78.87"
"07","Blue Earth","Governor & Lt Governor","","DFL","Tim Holden and James P. Mellin II","38","0.61"
"07","Blue Earth","Governor & Lt Governor","","DFL","Olé Savior and Chris Edman","23","0.37"
"07","Blue Earth","Attorney General","","R","Doug Wardlow","1190","41.64"
"07","Blue Earth","Attorney General","","R","Robert Lessard","594","20.78"
"07","Blue Earth","Attorney General","","R","Sharon Anderson","1074","37.58"
"07","Blue Earth","Attorney General","","DFL","Mike Rothman","364","6.28"
"07","Blue Earth","Attorney General","","DFL","Debra Hilstrom","1368","23.59"
"07","Blue Earth","Attorney General","","DFL","Matt Pelikan","527","9.09"
"07","Blue Earth","Attorney General","","DFL","Tom Foley","829","14.29"
"07","Blue Earth","Attorney General","","DFL","Keith Ellison","2712","46.76"
"07","Blue Earth","County Commissioner District 1","01","NP","Colleen Landkamer","814","59.42"
"07","Blue Earth","County Commissioner District 1","01","NP","Katie Boone","368","26.86"
"07","Blue Earth","County Commissioner District 1","01","NP","Tamera Marie Hansen","188","13.72"
"08","Brown","U.S. Senate","","R","Roque ""Rocky"" De La Fuente","154","5.37"
"08","Brown","U.S. Senate","","R","Rae Hart Anderson","279","9.73"
"08","Brown","U.S. Senate","","R","Jim Newberger","1863","64.98"
"08","Brown","U.S. Senate","","R","Merrill Anderson","571","19.92"
"08","Brown","U.S. Senate","","DFL","Steve Carlson","71","2.80"
"08","Brown","U.S. Senate","","DFL","Stephen A. Emery","38","1.50"
"08","Brown","U.S. Senate","","DFL","Amy Klobuchar","2390","94.21"
"08","Brown","U.S. Senate","","DFL","David Robert Groves","21","0.83"
"08","Brown","U.S. Senate","","DFL","Leonard J. Richards","17","0.67"
"08","Brown","U.S. Senate","Unexpired Term","R","Nikolay Nikolayevich Bey","77","2.63"
"08","Brown","U.S. Senate","Unexpired Term","R","Bob Anderson","1501","51.35"
"08","Brown","U.S. Senate","Unexpired Term","R","Karin Housley","1345","46.01"
"08","Brown","U.S. Senate","Unexpired Term","DFL","Christopher Lovell Seymore Sr.","42","1.75"
"08","Brown","U.S. Senate","Unexpired Term","DFL","Gregg A. Iverson","204","8.48"
"08","Brown","U.S. Senate","Unexpired Term","DFL","Tina Smith","1762","73.26"
"08","Brown","U.S. Senate","Unexpired Term","DFL","Nick Leonard","112","4.66"
"08","Brown","U.S. Senate","Unexpired Term","DFL","Richard W. Painter","240","9.98"
"08","Brown","U.S. Senate","Unexpired Term","DFL","Ali Chehem Ali","45","1.87"
"08","Brown","U.S. House","1","R","Carla Nelson","512","16.57"
"08","Brown","U.S. House","1","R","Jim Hagedorn","2348","75.99"
"08","Brown","U.S. House","1","R","Steve Williams","139","4.50"
"08","Brown","U.S. House","1","R","Andrew Candler","91","2.94"
"08","Brown","U.S. House","1","DFL","Dan Feehan","1668","75.34"
"08","Brown","U.S. House","1","DFL","Colin ""Coke"" Minehart","546","24.66"
"08","Brown","Governor & Lt Governor","","R","Mathew (Matt) Kruse and Theresa Loeffler","169","5.31"
"08","Brown","Governor & Lt Governor","","R","Jeff Johnson and Donna Bergstrom","1438","45.21"
"08","Brown","Governor & Lt Governor","","R","Tim Pawlenty and Michelle Fischbach","1574","49.48"
